date,product_id,product_category,stock_level,safety_stock,reorder_point,max_stock,unit_cost,carrying_cost_percent,demand_variance,supplier_id,inventory_value,carrying_cost,stockout_risk,overstock_risk
2024-09-18,PROD_0045,Healthcare,635,95,190,1143,147.95,0.324,0.358,SUP_0005,93948.25,30439.233,0,0
2024-09-18,PROD_0046,Healthcare,283,42,84,509,157.53,0.258,0.362,SUP_0069,44580.99,11501.895419999999,0,0
2024-09-18,PROD_0047,Consumer_Goods,354,53,106,637,30.81,0.177,0.175,SUP_0018,10906.74,1930.4929799999998,0,0
2024-09-18,PROD_0048,Consumer_Goods,824,123,247,1483,98.26,0.305,0.329,SUP_0184,80966.24,24694.7032,0,0
2024-09-18,PROD_0049,Healthcare,429,64,128,772,126.9,0.152,0.195,SUP_0071,54440.100000000006,8274.8952,0,0
2024-09-18,PROD_0050,Consumer_Goods,311,46,93,559,131.53,0.168,0.148,SUP_0075,40905.83,6872.179440000001,0,0
2024-09-18,PROD_0051,Healthcare,307,46,92,552,99.23,0.2,0.352,SUP_0165,30463.61,6092.722000000001,0,0
2024-09-18,PROD_0052,Consumer_Goods,829,124,248,1492,33.78,0.238,0.107,SUP_0107,28003.620000000003,6664.86156,0,0
2024-09-18,PROD_0053,Industrial,340,51,102,612,142.88,0.313,0.124,SUP_0142,48579.2,15205.289599999998,0,0
2024-09-18,PROD_0054,Industrial,1298,194,389,2336,62.04,0.333,0.329,SUP_0152,80527.92,26815.79736,0,0
2024-09-18,PROD_0055,Automotive,785,117,235,1413,186.15,0.3,0.137,SUP_0126,146127.75,43838.325,0,0
2024-09-18,PROD_0056,Healthcare,1122,168,336,2019,145.54,0.163,0.373,SUP_0118,163295.88,26617.228440000003,0,0
2024-09-18,PROD_0057,Automotive,490,73,147,882,22.64,0.211,0.117,SUP_0061,11093.6,2340.7496,0,0
2024-09-18,PROD_0058,Automotive,362,54,108,651,63.93,0.213,0.157,SUP_0132,23142.66,4929.386579999999,0,0
2024-09-18,PROD_0059,Automotive,535,80,160,963,158.96,0.231,0.447,SUP_0100,85043.6,19645.071600000003,0,0
2024-09-18,PROD_0060,Industrial,459,68,137,826,111.16,0.158,0.296,SUP_0104,51022.439999999995,8061.54552,0,0
2024-09-18,PROD_0061,Automotive,96,14,28,172,182.86,0.274,0.43,SUP_0036,17554.56,4809.94944,0,0
2024-09-18,PROD_0062,Consumer_Goods,1276,191,382,2296,160.58,0.321,0.299,SUP_0099,204900.08000000002,65772.92568,0,0
2024-09-18,PROD_0063,Industrial,396,59,118,712,129.08,0.249,0.387,SUP_0178,51115.68000000001,12727.804320000001,0,0
2024-09-18,PROD_0064,Electronics,940,141,282,1692,44.41,0.17,0.267,SUP_0081,41745.399999999994,7096.718,0,0
2024-09-18,PROD_0065,Consumer_Goods,503,75,150,905,74.86,0.235,0.389,SUP_0044,37654.58,8848.8263,0,0
2024-09-18,PROD_0066,Healthcare,952,142,285,1713,178.58,0.158,0.379,SUP_0039,170008.16,26861.28928,0,0
2024-09-18,PROD_0067,Industrial,172,25,51,309,59.63,0.239,0.343,SUP_0079,10256.36,2451.27004,0,0
2024-09-18,PROD_0068,Consumer_Goods,628,94,188,1130,27.2,0.332,0.394,SUP_0069,17081.6,5671.0912,0,0
2024-09-18,PROD_0069,Healthcare,670,100,201,1206,145.09,0.249,0.155,SUP_0020,97210.3,24205.364700000002,0,0
2024-09-18,PROD_0070,Automotive,593,88,177,1067,50.54,0.348,0.312,SUP_0032,29970.22,10429.636559999999,0,0
2024-09-18,PROD_0071,Automotive,700,105,210,1260,194.22,0.2,0.406,SUP_0002,135954.0,27190.800000000003,0,0
2024-09-18,PROD_0072,Electronics,325,48,97,585,113.06,0.255,0.128,SUP_0108,36744.5,9369.8475,0,0
2024-09-18,PROD_0073,Consumer_Goods,1033,154,309,1859,171.44,0.328,0.166,SUP_0133,177097.52,58087.98656,0,0
2024-09-18,PROD_0074,Healthcare,677,101,203,1218,61.7,0.187,0.102,SUP_0163,41770.9,7811.1583,0,0
2024-09-18,PROD_0075,Automotive,1081,162,324,1945,43.62,0.338,0.128,SUP_0110,47153.219999999994,15937.788359999999,0,0
2024-09-18,PROD_0076,Electronics,1387,208,416,2496,54.21,0.249,0.265,SUP_0040,75189.27,18722.128230000002,0,0
2024-09-18,PROD_0077,Automotive,660,99,198,1188,151.79,0.304,0.107,SUP_0028,100181.4,30455.145599999996,0,0
2024-09-18,PROD_0078,Automotive,604,90,181,1087,136.95,0.215,0.31,SUP_0122,82717.79999999999,17784.326999999997,0,0
2024-09-18,PROD_0079,Healthcare,862,129,258,1551,188.08,0.311,0.195,SUP_0057,162124.96000000002,50420.86256000001,0,0
2024-09-18,PROD_0080,Electronics,220,33,66,396,171.22,0.229,0.228,SUP_0055,37668.4,8626.063600000001,0,0
2024-09-18,PROD_0081,Healthcare,411,61,123,739,64.36,0.328,0.338,SUP_0029,26451.96,8676.24288,0,0
2024-09-18,PROD_0082,Electronics,116,17,34,208,199.79,0.232,0.307,SUP_0158,23175.64,5376.74848,0,0
2024-09-18,PROD_0083,Healthcare,1047,157,314,1884,135.39,0.186,0.115,SUP_0086,141753.33,26366.119379999996,0,0
2024-09-18,PROD_0084,Healthcare,244,36,73,439,72.39,0.258,0.235,SUP_0193,17663.16,4557.0952800000005,0,0
2024-09-18,PROD_0085,Consumer_Goods,974,146,292,1753,72.6,0.252,0.268,SUP_0002,70712.4,17819.5248,0,0
2024-09-18,PROD_0086,Healthcare,518,77,155,932,121.08,0.278,0.202,SUP_0076,62719.44,17436.004320000004,0,0
2024-09-18,PROD_0087,Healthcare,440,66,132,792,43.95,0.315,0.192,SUP_0068,19338.0,6091.47,0,0
2024-09-18,PROD_0088,Automotive,226,33,67,406,83.82,0.339,0.141,SUP_0053,18943.32,6421.7854800000005,0,0
2024-09-18,PROD_0089,Consumer_Goods,650,97,195,1170,45.49,0.29,0.225,SUP_0041,29568.5,8574.865,0,0
2024-09-18,PROD_0090,Automotive,867,130,260,1560,60.04,0.262,0.375,SUP_0049,52054.68,13638.32616,0,0
2024-09-18,PROD_0091,Healthcare,375,56,112,675,102.65,0.298,0.3,SUP_0108,38493.75,11471.137499999999,0,0
2024-09-18,PROD_0092,Automotive,1114,167,334,2005,52.39,0.343,0.367,SUP_0041,58362.46,20018.323780000002,0,0
2024-09-18,PROD_0093,Consumer_Goods,198,29,59,356,59.25,0.335,0.281,SUP_0095,11731.5,3930.0525000000002,0,0
2024-09-18,PROD_0094,Consumer_Goods,123,18,36,221,97.21,0.229,0.405,SUP_0174,11956.83,2738.11407,0,0
2024-09-18,PROD_0095,Consumer_Goods,734,110,220,1321,122.76,0.286,0.318,SUP_0179,90105.84,25770.270239999998,0,0
2024-09-18,PROD_0096,Electronics,1389,208,416,2500,87.65,0.342,0.357,SUP_0186,121745.85,41637.080700000006,0,0
2024-09-18,PROD_0097,Industrial,832,124,249,1497,180.27,0.167,0.18,SUP_0050,149984.64,25047.434880000004,0,0
2024-09-18,PROD_0098,Consumer_Goods,736,110,220,1324,62.07,0.319,0.381,SUP_0126,45683.52,14573.042879999999,0,0
2024-09-18,PROD_0099,Automotive,798,119,239,1436,165.19,0.272,0.402,SUP_0099,131821.62,35855.48064,0,0
2024-09-18,PROD_0100,Industrial,172,25,51,309,156.91,0.194,0.34,SUP_0041,26988.52,5235.77288,0,0
2024-09-19,PROD_0001,Electronics,762,114,228,1371,144.68,0.223,0.136,SUP_0051,110246.16,24584.89368,0,0
2024-09-19,PROD_0002,Industrial,433,64,129,779,163.31,0.295,0.157,SUP_0143,70713.23,20860.40285,0,0
2024-09-19,PROD_0003,Automotive,1130,169,339,2034,128.04,0.155,0.306,SUP_0003,144685.19999999998,22426.206,0,0
2024-09-19,PROD_0004,Healthcare,197,29,59,354,18.83,0.194,0.228,SUP_0104,3709.5099999999998,719.64494,0,0
2024-09-19,PROD_0005,Healthcare,386,57,115,694,86.89,0.291,0.359,SUP_0089,33539.54,9760.00614,0,0
2024-09-19,PROD_0006,Consumer_Goods,842,126,252,1515,152.44,0.291,0.36,SUP_0133,128354.48,37351.153679999996,0,0
2024-09-19,PROD_0007,Automotive,992,148,297,1785,118.43,0.213,0.401,SUP_0059,117482.56000000001,25023.785280000004,0,0
2024-09-19,PROD_0008,Electronics,433,64,129,779,144.57,0.282,0.229,SUP_0168,62598.81,17652.864419999998,0,0
2024-09-19,PROD_0009,Industrial,982,147,294,1767,174.0,0.172,0.383,SUP_0028,170868.0,29389.296,0,0
2024-09-19,PROD_0010,Industrial,688,103,206,1238,24.03,0.22,0.284,SUP_0033,16532.64,3637.1808,0,0
2024-09-19,PROD_0011,Consumer_Goods,248,37,74,446,189.73,0.159,0.202,SUP_0026,47053.04,7481.43336,0,0
2024-09-19,PROD_0012,Automotive,385,57,115,693,191.07,0.321,0.179,SUP_0138,73561.95,23613.38595,0,0
2024-09-19,PROD_0013,Electronics,1055,158,316,1899,149.06,0.166,0.161,SUP_0070,157258.3,26104.8778,0,0
2024-09-19,PROD_0014,Healthcare,292,43,87,525,40.94,0.296,0.402,SUP_0138,11954.48,3538.5260799999996,0,0
2024-09-19,PROD_0015,Healthcare,647,97,194,1164,130.28,0.301,0.184,SUP_0140,84291.16,25371.63916,0,0
2024-09-19,PROD_0016,Healthcare,65,9,19,117,17.18,0.156,0.185,SUP_0187,1116.7,174.20520000000002,0,0
2024-09-19,PROD_0017,Consumer_Goods,169,25,50,304,116.88,0.164,0.399,SUP_0134,19752.719999999998,3239.4460799999997,0,0
2024-09-19,PROD_0018,Healthcare,612,91,183,1101,102.72,0.293,0.35,SUP_0103,62864.64,18419.339519999998,0,0
2024-09-19,PROD_0019,Consumer_Goods,133,19,39,239,115.82,0.247,0.316,SUP_0140,15404.06,3804.80282,0,0
2024-09-19,PROD_0020,Healthcare,884,132,265,1591,140.96,0.279,0.104,SUP_0019,124608.64000000001,34765.810560000005,0,0
2024-09-19,PROD_0021,Industrial,323,48,96,581,123.45,0.161,0.337,SUP_0060,39874.35,6419.77035,0,0
2024-09-19,PROD_0022,Healthcare,675,101,202,1215,108.71,0.285,0.436,SUP_0152,73379.25,20913.086249999997,0,0
2024-09-19,PROD_0023,Electronics,229,34,68,412,160.4,0.219,0.409,SUP_0098,36731.6,8044.220399999999,0,0
2024-09-19,PROD_0024,Healthcare,801,120,240,1441,199.78,0.284,0.135,SUP_0180,160023.78,45446.75352,0,0
2024-09-19,PROD_0025,Consumer_Goods,238,35,71,428,143.92,0.181,0.198,SUP_0152,34252.96,6199.78576,0,0
2024-09-19,PROD_0026,Healthcare,991,148,297,1783,128.45,0.2,0.292,SUP_0085,127293.94999999998,25458.789999999997,0,0
2024-09-19,PROD_0027,Electronics,799,119,239,1438,27.91,0.164,0.159,SUP_0067,22300.09,3657.2147600000003,0,0
2024-09-19,PROD_0028,Industrial,751,112,225,1351,67.56,0.232,0.163,SUP_0113,50737.560000000005,11771.113920000002,0,0
2024-09-19,PROD_0029,Electronics,813,121,243,1463,168.28,0.224,0.26,SUP_0110,136811.64,30645.807360000003,0,0
2024-09-19,PROD_0030,Industrial,545,81,163,981,191.89,0.267,0.192,SUP_0113,104580.04999999999,27922.873349999998,0,0
2024-09-19,PROD_0031,Automotive,1256,188,376,2260,56.18,0.318,0.379,SUP_0141,70562.08,22438.74144,0,0
2024-09-19,PROD_0032,Automotive,478,71,143,860,135.26,0.242,0.267,SUP_0087,64654.28,15646.33576,0,0
2024-09-19,PROD_0033,Automotive,370,55,111,666,62.17,0.304,0.353,SUP_0163,23002.9,6992.881600000001,0,0
2024-09-19,PROD_0034,Electronics,133,19,39,239,177.34,0.345,0.12,SUP_0016,23586.22,8137.2459,0,0
2024-09-19,PROD_0035,Industrial,519,77,155,934,66.74,0.266,0.24,SUP_0110,34638.06,9213.72396,0,0
2024-09-19,PROD_0036,Healthcare,711,106,213,1279,113.84,0.325,0.423,SUP_0180,80940.24,26305.578,0,0
2024-09-19,PROD_0037,Consumer_Goods,272,40,81,489,119.58,0.294,0.402,SUP_0145,32525.76,9562.573439999998,0,0
2024-09-19,PROD_0038,Consumer_Goods,114,17,34,205,173.58,0.286,0.318,SUP_0002,19788.120000000003,5659.40232,0,0
2024-09-19,PROD_0039,Industrial,934,140,280,1681,144.44,0.316,0.121,SUP_0190,134906.96,42630.59936,0,0
2024-09-19,PROD_0040,Healthcare,862,129,258,1551,86.82,0.304,0.225,SUP_0190,74838.84,22751.00736,0,0
2024-09-19,PROD_0041,Consumer_Goods,407,61,122,732,108.49,0.201,0.439,SUP_0172,44155.43,8875.24143,0,0
2024-09-19,PROD_0042,Consumer_Goods,650,97,195,1170,151.67,0.263,0.305,SUP_0027,98585.49999999999,25927.9865,0,0
2024-09-19,PROD_0043,Industrial,147,22,44,264,158.16,0.223,0.16,SUP_0186,23249.52,5184.64296,0,0
2024-09-19,PROD_0044,Automotive,605,90,181,1089,53.34,0.276,0.213,SUP_0166,32270.7,8906.7132,0,0
2024-09-19,PROD_0045,Consumer_Goods,1134,170,340,2041,134.85,0.279,0.125,SUP_0088,152919.9,42664.6521,0,0
2024-09-19,PROD_0046,Electronics,961,144,288,1729,18.88,0.222,0.208,SUP_0144,18143.68,4027.89696,0,0
2024-09-19,PROD_0047,Healthcare,549,82,164,988,85.43,0.346,0.281,SUP_0195,46901.07000000001,16227.77022,0,0
2024-09-19,PROD_0048,Healthcare,1470,220,441,2646,181.21,0.219,0.214,SUP_0199,266378.7,58336.935300000005,0,0
2024-09-19,PROD_0049,Automotive,754,113,226,1357,173.06,0.202,0.156,SUP_0098,130487.24,26358.42248,0,0
2024-09-19,PROD_0050,Industrial,437,65,131,786,98.63,0.304,0.388,SUP_0199,43101.31,13102.798239999998,0,0
2024-09-19,PROD_0051,Healthcare,711,106,213,1279,175.65,0.3,0.264,SUP_0126,124887.15000000001,37466.145000000004,0,0
2024-09-19,PROD_0052,Electronics,932,139,279,1677,155.67,0.218,0.176,SUP_0165,145084.44,31628.40792,0,0
2024-09-19,PROD_0053,Automotive,864,129,259,1555,138.31,0.328,0.415,SUP_0071,119499.84,39195.94752,0,0
2024-09-19,PROD_0054,Electronics,490,73,147,882,70.58,0.265,0.103,SUP_0148,34584.2,9164.813,0,0
2024-09-19,PROD_0055,Electronics,1125,168,337,2025,160.77,0.247,0.131,SUP_0166,180866.25,44673.96375,0,0
2024-09-19,PROD_0056,Industrial,665,99,199,1197,134.11,0.221,0.334,SUP_0047,89183.15000000001,19709.476150000002,0,0
2024-09-19,PROD_0057,Automotive,884,132,265,1591,61.39,0.194,0.397,SUP_0159,54268.76,10528.13944,0,0
2024-09-19,PROD_0058,Automotive,506,75,151,910,140.43,0.202,0.12,SUP_0190,71057.58,14353.63116,0,0
2024-09-19,PROD_0059,Industrial,547,82,164,984,109.47,0.321,0.252,SUP_0047,59880.09,19221.50889,0,0
2024-09-19,PROD_0060,Electronics,120,18,36,216,13.91,0.276,0.251,SUP_0079,1669.2,460.6992000000001,0,0
2024-09-19,PROD_0061,Healthcare,579,86,173,1042,33.16,0.303,0.394,SUP_0108,19199.64,5817.490919999999,0,0
2024-09-19,PROD_0062,Electronics,1317,197,395,2370,65.92,0.2,0.367,SUP_0191,86816.64,17363.328,0,0
2024-09-19,PROD_0063,Consumer_Goods,597,89,179,1074,171.71,0.285,0.132,SUP_0001,102510.87000000001,29215.59795,0,0
2024-09-19,PROD_0064,Consumer_Goods,252,37,75,453,102.83,0.172,0.314,SUP_0014,25913.16,4457.06352,0,0
2024-09-19,PROD_0065,Healthcare,974,146,292,1753,102.75,0.24,0.304,SUP_0111,100078.5,24018.84,0,0
2024-09-19,PROD_0066,Healthcare,273,40,81,491,133.22,0.187,0.357,SUP_0047,36369.06,6801.014219999999,0,0
2024-09-19,PROD_0067,Electronics,192,28,57,345,45.99,0.271,0.259,SUP_0180,8830.08,2392.95168,0,0
2024-09-19,PROD_0068,Electronics,327,49,98,588,21.22,0.272,0.272,SUP_0089,6938.94,1887.39168,0,0
2024-09-19,PROD_0069,Electronics,443,66,132,797,59.82,0.169,0.358,SUP_0088,26500.26,4478.5439400000005,0,0
2024-09-19,PROD_0070,Electronics,998,149,299,1796,195.29,0.255,0.133,SUP_0183,194899.41999999998,49699.3521,0,0
2024-09-19,PROD_0071,Healthcare,1308,196,392,2354,165.36,0.235,0.2,SUP_0171,216290.88,50828.3568,0,0
2024-09-19,PROD_0072,Industrial,68,10,20,122,108.26,0.293,0.434,SUP_0058,7361.68,2156.97224,0,0
2024-09-19,PROD_0073,Electronics,732,109,219,1317,137.76,0.214,0.108,SUP_0042,100840.31999999999,21579.828479999996,0,0
2024-09-19,PROD_0074,Electronics,299,44,89,538,21.83,0.211,0.439,SUP_0190,6527.169999999999,1377.2328699999998,0,0
2024-09-19,PROD_0075,Industrial,689,103,206,1240,179.5,0.326,0.369,SUP_0096,123675.5,40318.213,0,0
2024-09-19,PROD_0076,Electronics,275,41,82,495,45.73,0.229,0.175,SUP_0132,12575.75,2879.84675,0,0
2024-09-19,PROD_0077,Electronics,575,86,172,1035,198.02,0.281,0.434,SUP_0183,113861.5,31995.081500000004,0,0
2024-09-19,PROD_0078,Automotive,408,61,122,734,61.63,0.247,0.165,SUP_0142,25145.04,6210.82488,0,0
2024-09-19,PROD_0079,Healthcare,77,11,23,138,71.48,0.332,0.206,SUP_0020,5503.96,1827.31472,0,0
2024-09-19,PROD_0080,Consumer_Goods,873,130,261,1571,151.59,0.268,0.245,SUP_0039,132338.07,35466.60276,0,0
2024-09-19,PROD_0081,Industrial,686,102,205,1234,193.98,0.331,0.219,SUP_0155,133070.28,44046.26268,0,0
2024-09-19,PROD_0082,Electronics,449,67,134,808,138.38,0.329,0.275,SUP_0088,62132.619999999995,20441.63198,0,0
2024-09-19,PROD_0083,Consumer_Goods,690,103,207,1242,196.53,0.279,0.318,SUP_0062,135605.7,37833.990300000005,0,0
2024-09-19,PROD_0084,Automotive,453,67,135,815,99.13,0.186,0.173,SUP_0167,44905.89,8352.49554,0,0
2024-09-19,PROD_0085,Electronics,81,12,24,145,147.14,0.18,0.179,SUP_0041,11918.339999999998,2145.3011999999994,0,0
2024-09-19,PROD_0086,Healthcare,491,73,147,883,94.39,0.287,0.283,SUP_0192,46345.49,13301.155629999997,0,0
2024-09-19,PROD_0087,Electronics,873,130,261,1571,177.3,0.252,0.399,SUP_0033,154782.90000000002,39005.29080000001,0,0
2024-09-19,PROD_0088,Healthcare,696,104,208,1252,179.48,0.32,0.444,SUP_0082,124918.07999999999,39973.785599999996,0,0
2024-09-19,PROD_0089,Automotive,1056,158,316,1900,109.15,0.286,0.3,SUP_0071,115262.40000000001,32965.0464,0,0
2024-09-19,PROD_0090,Consumer_Goods,98,14,29,176,114.25,0.19,0.365,SUP_0035,11196.5,2127.335,0,0
2024-09-19,PROD_0091,Industrial,409,61,122,736,20.08,0.328,0.21,SUP_0059,8212.72,2693.77216,0,0
2024-09-19,PROD_0092,Electronics,1268,190,380,2282,96.11,0.313,0.403,SUP_0016,121867.48,38144.52124,0,0
2024-09-19,PROD_0093,Industrial,249,37,74,448,86.78,0.221,0.435,SUP_0159,21608.22,4775.41662,0,0
2024-09-19,PROD_0094,Electronics,432,64,129,777,117.63,0.348,0.437,SUP_0072,50816.159999999996,17684.02368,0,0
2024-09-19,PROD_0095,Automotive,145,21,43,261,27.46,0.165,0.208,SUP_0076,3981.7000000000003,656.9805000000001,0,0
2024-09-19,PROD_0096,Healthcare,1135,170,340,2043,30.35,0.282,0.364,SUP_0155,34447.25,9714.1245,0,0
2024-09-19,PROD_0097,Consumer_Goods,1293,193,387,2327,61.84,0.231,0.333,SUP_0017,79959.12000000001,18470.556720000004,0,0
2024-09-19,PROD_0098,Consumer_Goods,777,116,233,1398,46.2,0.339,0.26,SUP_0135,35897.4,12169.218600000002,0,0
2024-09-19,PROD_0099,Automotive,570,85,171,1026,19.17,0.253,0.149,SUP_0007,10926.900000000001,2764.5057000000006,0,0
2024-09-19,PROD_0100,Industrial,912,136,273,1641,24.74,0.153,0.279,SUP_0075,22562.879999999997,3452.1206399999996,0,0
2024-09-20,PROD_0001,Automotive,976,146,292,1756,99.27,0.336,0.367,SUP_0177,96887.51999999999,32554.20672,0,0
2024-09-20,PROD_0002,Industrial,827,124,248,1488,190.56,0.159,0.263,SUP_0104,157593.12,25057.30608,0,0
2024-09-20,PROD_0003,Industrial,685,102,205,1233,174.33,0.282,0.125,SUP_0033,119416.05,33675.3261,0,0
2024-09-20,PROD_0004,Consumer_Goods,234,35,70,421,29.9,0.257,0.319,SUP_0048,6996.599999999999,1798.1262,0,0
2024-09-20,PROD_0005,Consumer_Goods,520,78,156,936,143.45,0.316,0.305,SUP_0165,74594.0,23571.704,0,0
2024-09-20,PROD_0006,Electronics,1200,180,360,2160,146.44,0.207,0.225,SUP_0168,175728.0,36375.695999999996,0,0
2024-09-20,PROD_0007,Electronics,894,134,268,1609,29.1,0.162,0.312,SUP_0175,26015.4,4214.4948,0,0
2024-09-20,PROD_0008,Healthcare,702,105,210,1263,115.59,0.322,0.23,SUP_0165,81144.18000000001,26128.425960000004,0,0
2024-09-20,PROD_0009,Automotive,1118,167,335,2012,79.49,0.219,0.1,SUP_0137,88869.81999999999,19462.490579999998,0,0
2024-09-20,PROD_0010,Electronics,210,31,63,378,51.92,0.321,0.32,SUP_0006,10903.2,3499.9272000000005,0,0
2024-09-20,PROD_0011,Consumer_Goods,1088,163,326,1958,194.21,0.186,0.298,SUP_0056,211300.48,39301.88928,0,0
2024-09-20,PROD_0012,Automotive,800,120,240,1440,176.33,0.247,0.152,SUP_0175,141064.0,34842.808,0,0
2024-09-20,PROD_0013,Industrial,738,110,221,1328,94.85,0.224,0.355,SUP_0143,69999.3,15679.843200000001,0,0
2024-09-20,PROD_0014,Electronics,1463,219,438,2633,175.34,0.334,0.359,SUP_0149,256522.42,85678.48828,0,0
2024-09-20,PROD_0015,Automotive,1381,207,414,2485,76.83,0.271,0.318,SUP_0134,106102.23,28753.70433,0,0
2024-09-20,PROD_0016,Healthcare,871,130,261,1567,16.67,0.26,0.37,SUP_0112,14519.570000000002,3775.0882000000006,0,0
2024-09-20,PROD_0017,Healthcare,585,87,175,1053,120.05,0.209,0.156,SUP_0110,70229.25,14677.91325,0,0
2024-09-20,PROD_0018,Healthcare,512,76,153,921,192.93,0.322,0.158,SUP_0065,98780.16,31807.21152,0,0
2024-09-20,PROD_0019,Industrial,406,60,121,730,58.7,0.262,0.314,SUP_0097,23832.2,6244.036400000001,0,0
2024-09-20,PROD_0020,Healthcare,734,110,220,1321,89.4,0.335,0.356,SUP_0103,65619.6,21982.566000000003,0,0
2024-09-20,PROD_0021,Healthcare,566,84,169,1018,102.77,0.334,0.181,SUP_0019,58167.82,19428.051880000003,0,0
2024-09-20,PROD_0022,Healthcare,644,96,193,1159,16.41,0.256,0.34,SUP_0032,10568.04,2705.4182400000004,0,0
2024-09-20,PROD_0023,Consumer_Goods,413,61,123,743,103.21,0.294,0.262,SUP_0034,42625.729999999996,12531.964619999999,0,0
2024-09-20,PROD_0024,Electronics,679,101,203,1222,172.14,0.248,0.395,SUP_0147,116883.06,28986.99888,0,0
2024-09-20,PROD_0025,Healthcare,676,101,202,1216,196.3,0.166,0.424,SUP_0095,132698.80000000002,22028.000800000005,0,0
2024-09-20,PROD_0026,Automotive,712,106,213,1281,52.85,0.34,0.211,SUP_0170,37629.200000000004,12793.928000000002,0,0
2024-09-20,PROD_0027,Healthcare,937,140,281,1686,72.6,0.243,0.281,SUP_0127,68026.2,16530.366599999998,0,0
2024-09-20,PROD_0028,Electronics,198,29,59,356,148.67,0.279,0.232,SUP_0003,29436.659999999996,8212.82814,0,0
2024-09-20,PROD_0029,Consumer_Goods,91,13,27,163,94.47,0.185,0.404,SUP_0084,8596.77,1590.40245,0,0
2024-09-20,PROD_0030,Healthcare,537,80,161,966,21.65,0.231,0.154,SUP_0073,11626.05,2685.61755,0,0
2024-09-20,PROD_0031,Healthcare,92,13,27,165,110.12,0.297,0.134,SUP_0030,10131.04,3008.91888,0,0
2024-09-20,PROD_0032,Healthcare,489,73,146,880,101.05,0.349,0.415,SUP_0176,49413.45,17245.294049999997,0,0
2024-09-20,PROD_0033,Industrial,666,99,199,1198,59.46,0.195,0.141,SUP_0099,39600.36,7722.0702,0,0
2024-09-20,PROD_0034,Electronics,316,47,94,568,161.99,0.245,0.232,SUP_0073,51188.840000000004,12541.265800000001,0,0
2024-09-20,PROD_0035,Healthcare,1110,166,333,1998,14.44,0.299,0.4,SUP_0036,16028.4,4792.491599999999,0,0
2024-09-20,PROD_0036,Consumer_Goods,814,122,244,1465,17.62,0.23,0.225,SUP_0053,14342.68,3298.8164,0,0
2024-09-20,PROD_0037,Automotive,1037,155,311,1866,194.4,0.218,0.388,SUP_0110,201592.80000000002,43947.2304,0,0
2024-09-20,PROD_0038,Consumer_Goods,621,93,186,1117,101.43,0.331,0.403,SUP_0155,62988.030000000006,20849.037930000002,0,0
2024-09-20,PROD_0039,Healthcare,593,88,177,1067,177.04,0.212,0.256,SUP_0173,104984.72,22256.76064,0,0
2024-09-20,PROD_0040,Electronics,674,101,202,1213,92.2,0.281,0.14,SUP_0014,62142.8,17462.126800000002,0,0
2024-09-20,PROD_0041,Healthcare,841,126,252,1513,57.62,0.235,0.125,SUP_0035,48458.42,11387.7287,0,0
2024-09-20,PROD_0042,Automotive,1047,157,314,1884,120.69,0.331,0.374,SUP_0022,126362.43,41825.96433,0,0
2024-09-20,PROD_0043,Consumer_Goods,822,123,246,1479,171.05,0.328,0.237,SUP_0192,140603.1,46117.8168,0,0
2024-09-20,PROD_0044,Industrial,1125,168,337,2025,118.97,0.337,0.409,SUP_0079,133841.25,45104.50125,0,0
2024-09-20,PROD_0045,Automotive,155,23,46,279,54.72,0.193,0.242,SUP_0037,8481.6,1636.9488000000001,0,0
2024-09-20,PROD_0046,Industrial,855,128,256,1539,13.76,0.313,0.324,SUP_0062,11764.8,3682.3824,0,0
2024-09-20,PROD_0047,Healthcare,224,33,67,403,141.2,0.256,0.18,SUP_0053,31628.799999999996,8096.972799999999,0,0
2024-09-20,PROD_0048,Electronics,873,130,261,1571,15.06,0.229,0.117,SUP_0183,13147.380000000001,3010.7500200000004,0,0
2024-09-20,PROD_0049,Automotive,235,35,70,423,123.43,0.179,0.129,SUP_0156,29006.050000000003,5192.08295,0,0
2024-09-20,PROD_0050,Healthcare,381,57,114,685,69.13,0.305,0.35,SUP_0083,26338.53,8033.251649999999,0,0
2024-09-20,PROD_0051,Industrial,622,93,186,1119,169.92,0.218,0.34,SUP_0034,105690.23999999999,23040.472319999997,0,0
2024-09-20,PROD_0052,Healthcare,976,146,292,1756,186.25,0.318,0.248,SUP_0130,181780.0,57806.04,0,0
2024-09-20,PROD_0053,Automotive,983,147,294,1769,126.31,0.29,0.307,SUP_0056,124162.73,36007.191699999996,0,0
2024-09-20,PROD_0054,Consumer_Goods,1024,153,307,1843,161.8,0.202,0.181,SUP_0200,165683.2,33468.006400000006,0,0
2024-09-20,PROD_0055,Automotive,955,143,286,1719,45.4,0.326,0.222,SUP_0104,43357.0,14134.382000000001,0,0
2024-09-20,PROD_0056,Industrial,1186,177,355,2134,168.21,0.295,0.3,SUP_0031,199497.06,58851.632699999995,0,0
2024-09-20,PROD_0057,Consumer_Goods,550,82,165,990,149.11,0.324,0.297,SUP_0156,82010.50000000001,26571.402000000006,0,0
2024-09-20,PROD_0058,Consumer_Goods,1220,183,366,2196,131.15,0.156,0.43,SUP_0002,160003.0,24960.468,0,0
2024-09-20,PROD_0059,Electronics,1384,207,415,2491,130.35,0.162,0.211,SUP_0021,180404.4,29225.5128,0,0
2024-09-20,PROD_0060,Healthcare,770,115,231,1386,24.86,0.169,0.242,SUP_0142,19142.2,3235.0318,0,0
