shipment_id,supplier_id,product_id,transportation_mode,quantity,distance_miles,shipping_cost,fuel_surcharge,delivery_time_days,planned_delivery_time,actual_delivery_time,on_time_delivery,damage_incidents,carbon_footprint_kg,cost_per_unit,cost_per_mile,delivery_performance,efficiency_score
SHIP_000507,SUP_0042,PROD_0078,Truck,911,2604,363.79,17.5,6,6,8,True,0,5182967.41,0.39933040614709114,0.13970430107526882,0,0.0
SHIP_000508,SUP_0132,PROD_0063,Air,566,1951,797.36,83.44,1,1,4,True,0,1199863.9,1.4087632508833923,0.4086929779600205,0,0.0
SHIP_000509,SUP_0104,PROD_0040,Rail,371,1857,127.63,9.42,11,11,10,True,0,1597757.03,0.34401617250673855,0.06872913301023155,1,0.7440386659446885
SHIP_000510,SUP_0112,PROD_0098,Truck,638,107,227.3,28.11,1,1,1,True,0,130891.27,0.35626959247648904,2.1242990654205607,1,0.7373165376170115
SHIP_000511,SUP_0070,PROD_0003,Intermodal,400,2059,377.22,41.7,20,20,21,False,0,1260238.73,0.94305,0.18320543953375426,0,0.0
SHIP_000512,SUP_0184,PROD_0070,Truck,40,190,364.08,20.44,5,5,6,False,0,15400.98,9.102,1.9162105263157894,0,0.0
SHIP_000513,SUP_0093,PROD_0092,Ship,985,2649,211.84,13.68,34,34,35,True,0,2011910.0,0.21506598984771574,0.07996979992449982,0,0.0
SHIP_000514,SUP_0187,PROD_0007,Rail,692,953,162.12,10.11,10,10,12,True,0,1298787.47,0.23427745664739885,0.17011542497376705,0,0.0
SHIP_000515,SUP_0093,PROD_0058,Truck,583,1868,535.88,38.03,5,5,6,True,0,1847644.3,0.9191766723842195,0.28687366167023554,0,0.0
SHIP_000516,SUP_0161,PROD_0074,Ship,927,915,72.48,8.83,40,40,43,True,0,1813496.93,0.07818770226537217,0.07921311475409837,0,0.0
SHIP_000517,SUP_0096,PROD_0051,Truck,771,2024,172.56,13.56,2,2,1,True,2,1378343.95,0.22381322957198443,0.08525691699604743,1,0.27237271609648567
SHIP_000518,SUP_0042,PROD_0004,Rail,468,1956,307.61,27.97,10,10,10,True,0,906952.2,0.6572863247863248,0.15726482617586912,1,0.603396036667913
SHIP_000519,SUP_0036,PROD_0089,Rail,682,1283,117.91,10.05,12,12,14,True,0,1034809.79,0.17288856304985337,0.09190179267342166,0,0.0
SHIP_000520,SUP_0026,PROD_0009,Ship,243,1984,122.91,10.54,41,41,43,True,0,767802.38,0.5058024691358024,0.06195060483870968,0,0.0
SHIP_000521,SUP_0170,PROD_0091,Intermodal,556,2698,433.01,24.32,17,17,16,True,0,3064231.7,0.778794964028777,0.16049295774647887,1,0.5621783399561178
SHIP_000522,SUP_0065,PROD_0083,Truck,962,2422,197.61,14.86,4,4,3,True,0,5659586.83,0.20541580041580043,0.08158959537572255,1,0.8295892584575849
SHIP_000523,SUP_0034,PROD_0047,Air,83,261,741.64,38.09,2,2,2,True,0,40750.95,8.935421686746988,2.8415325670498084,1,0.1006499805975941
SHIP_000524,SUP_0155,PROD_0029,Truck,434,1962,229.9,28.67,6,6,7,True,0,1484254.1,0.5297235023041474,0.1171763506625892,0,0.0
SHIP_000525,SUP_0149,PROD_0100,Rail,931,1090,134.93,10.21,10,10,11,False,0,2131918.52,0.14493018259935553,0.12378899082568807,0,0.0
SHIP_000526,SUP_0016,PROD_0029,Intermodal,681,745,195.22,14.85,11,11,13,True,2,640218.44,0.2866666666666667,0.26204026845637585,0,0.0
SHIP_000527,SUP_0128,PROD_0055,Truck,472,2637,315.29,14.63,3,3,2,True,0,2412440.84,0.6679872881355933,0.11956389836935913,1,0.5995249526857955
SHIP_000528,SUP_0184,PROD_0037,Truck,283,363,133.32,13.44,4,4,7,False,0,93692.75,0.471095406360424,0.36727272727272725,0,0.0
SHIP_000529,SUP_0003,PROD_0051,Rail,729,1654,339.04,32.35,11,11,12,True,0,1179785.28,0.4650754458161866,0.20498186215235792,0,0.0
SHIP_000530,SUP_0055,PROD_0062,Truck,463,698,126.61,7.33,6,6,8,True,0,462362.96,0.2734557235421166,0.1813896848137536,0,0.0
SHIP_000531,SUP_0125,PROD_0007,Ship,663,1459,169.32,17.57,23,23,26,True,0,1041317.83,0.2553846153846154,0.11605209047292665,0,0.0
SHIP_000532,SUP_0058,PROD_0075,Truck,781,894,530.81,68.15,2,2,1,False,0,1329907.99,0.6796542893725992,0.5937472035794182,1,0.5953606086247246
SHIP_000533,SUP_0153,PROD_0083,Truck,352,745,218.95,26.21,6,6,6,True,0,404811.13,0.6220170454545454,0.29389261744966444,1,0.6165163324284088
SHIP_000534,SUP_0067,PROD_0100,Truck,983,629,134.92,10.64,1,1,0,True,0,1466737.77,0.13725330620549336,0.21449920508744036,1,0.879311578646057
SHIP_000535,SUP_0049,PROD_0095,Truck,993,897,484.93,59.31,1,1,3,True,0,1167119.56,0.4883484390735146,0.5406131549609811,0,0.0
SHIP_000536,SUP_0067,PROD_0078,Truck,182,1926,300.6,32.87,2,2,5,True,0,664254.41,1.6516483516483518,0.1560747663551402,0,0.0
SHIP_000537,SUP_0137,PROD_0081,Air,960,1679,292.58,25.56,1,1,0,True,2,3151570.36,0.3047708333333333,0.17425848719475878,1,0.2554727043382458
SHIP_000538,SUP_0021,PROD_0004,Intermodal,840,730,216.89,24.09,20,20,21,True,0,1437539.29,0.25820238095238096,0.29710958904109586,0,0.0
SHIP_000539,SUP_0004,PROD_0084,Truck,402,2434,420.99,42.97,3,3,3,True,0,597318.03,1.0472388059701492,0.17296220213640098,1,0.4884628002770386
SHIP_000540,SUP_0164,PROD_0060,Ship,667,1348,160.95,16.82,28,28,30,True,0,1470513.0,0.24130434782608695,0.11939910979228485,0,0.0
SHIP_000541,SUP_0146,PROD_0090,Ship,723,2828,164.92,18.38,19,19,22,False,0,1303146.89,0.22810511756569846,0.05831683168316831,0,0.0
SHIP_000542,SUP_0157,PROD_0063,Air,321,860,771.89,92.32,2,2,5,True,0,180925.06,2.4046417445482864,0.897546511627907,0,0.0
SHIP_000543,SUP_0006,PROD_0075,Truck,279,1056,439.62,56.14,4,4,4,True,0,310684.71,1.5756989247311828,0.4163068181818182,1,0.38824413459129997
SHIP_000544,SUP_0159,PROD_0009,Truck,244,2930,410.01,41.5,5,5,5,True,0,1363439.61,1.6803688524590163,0.13993515358361774,1,0.373082980382563
SHIP_000545,SUP_0135,PROD_0020,Air,214,1965,910.81,113.12,2,2,3,True,0,687480.09,4.256121495327102,0.46351653944020355,0,0.0
SHIP_000546,SUP_0055,PROD_0041,Truck,588,1775,156.95,19.0,2,2,3,True,0,2049426.5,0.26692176870748296,0.0884225352112676,0,0.0
SHIP_000547,SUP_0058,PROD_0066,Air,991,2104,845.6,35.22,1,1,1,True,0,3113016.35,0.8532795156407669,0.4019011406844107,1,0.5395840139388
SHIP_000548,SUP_0182,PROD_0001,Rail,37,957,190.77,16.16,6,6,6,True,1,59549.24,5.1559459459459465,0.19934169278996866,1,0.08122228563902181
SHIP_000549,SUP_0145,PROD_0098,Air,505,2147,264.11,11.03,2,2,3,True,0,659815.75,0.522990099009901,0.12301350721937587,0,0.0
SHIP_000550,SUP_0002,PROD_0013,Truck,520,1443,204.89,20.89,6,6,5,True,0,1378280.15,0.39401923076923073,0.14198891198891198,1,0.7173502186538647
SHIP_000551,SUP_0178,PROD_0032,Rail,256,753,193.47,26.87,8,8,10,True,0,227450.59,0.7557421875,0.25693227091633464,0,0.0
SHIP_000552,SUP_0165,PROD_0057,Truck,639,264,454.59,25.95,3,3,6,False,0,152631.43,0.7114084507042253,1.7219318181818182,0,0.0
SHIP_000553,SUP_0187,PROD_0010,Truck,125,395,413.18,58.39,6,6,5,True,0,51114.12,3.30544,1.0460253164556963,1,0.2322642981901966
SHIP_000554,SUP_0188,PROD_0091,Truck,897,1140,455.44,53.87,3,3,6,True,0,533030.65,0.507736900780379,0.39950877192982454,0,0.0
SHIP_000555,SUP_0025,PROD_0088,Truck,315,1873,527.82,31.28,1,1,1,True,0,438380.51,1.6756190476190478,0.2818045915643353,1,0.3737452836904677
SHIP_000556,SUP_0174,PROD_0002,Truck,280,728,275.39,24.58,3,3,6,True,0,188500.41,0.9835357142857143,0.378282967032967,0,0.0
SHIP_000557,SUP_0183,PROD_0083,Truck,746,2118,235.66,15.82,3,3,2,True,0,1445193.77,0.31589812332439676,0.1112653446647781,1,0.7599372491494001
SHIP_000558,SUP_0015,PROD_0001,Truck,260,668,155.54,12.65,4,4,4,True,0,220069.48,0.5982307692307692,0.2328443113772455,1,0.6256918708186937
SHIP_000559,SUP_0034,PROD_0039,Truck,156,1374,512.03,50.01,6,6,8,True,0,291467.64,3.2822435897435898,0.3726564774381368,0,0.0
SHIP_000560,SUP_0083,PROD_0048,Truck,14,1986,502.51,62.85,3,3,3,True,0,36051.54,35.89357142857143,0.2530261832829809,1,0.02710499312694817
SHIP_000561,SUP_0142,PROD_0070,Rail,419,695,298.61,32.89,5,5,7,True,0,197878.59,0.712673031026253,0.42965467625899284,0,0.0
SHIP_000562,SUP_0193,PROD_0015,Truck,288,726,197.59,17.49,2,2,5,True,0,206059.29,0.6860763888888889,0.2721625344352617,0,0.0
SHIP_000563,SUP_0097,PROD_0018,Air,747,2192,456.07,42.56,1,1,3,True,0,1059537.82,0.6105354752342704,0.2080611313868613,0,0.0
SHIP_000564,SUP_0159,PROD_0058,Truck,625,2431,339.14,18.44,2,2,5,False,0,3443020.78,0.542624,0.13950637597696422,0,0.0
SHIP_000565,SUP_0093,PROD_0079,Air,405,482,751.64,79.54,2,2,4,True,0,461239.83,1.8559012345679011,1.5594190871369293,0,0.0
SHIP_000566,SUP_0144,PROD_0084,Air,655,2964,633.62,64.7,2,2,1,True,0,1773526.57,0.9673587786259542,0.21377192982456142,1,0.5082956961710977
SHIP_000567,SUP_0077,PROD_0050,Truck,420,1537,495.9,53.97,2,2,2,True,0,478021.04,1.1807142857142856,0.32264150943396225,1,0.45856534556174255
SHIP_000568,SUP_0078,PROD_0037,Rail,492,2809,238.74,26.18,12,12,12,True,0,2827294.92,0.48524390243902443,0.08499110003559986,1,0.6732900894983167
SHIP_000569,SUP_0195,PROD_0090,Rail,39,117,93.95,8.16,8,8,10,True,0,5904.83,2.408974358974359,0.802991452991453,0,0.0
SHIP_000570,SUP_0037,PROD_0092,Air,429,2390,915.5,81.95,1,1,3,True,0,2554581.66,2.134032634032634,0.38305439330543933,0,0.0
SHIP_000571,SUP_0020,PROD_0088,Truck,120,166,502.45,30.65,6,6,9,False,0,24387.42,4.187083333333333,3.0268072289156627,0,0.0
SHIP_000572,SUP_0050,PROD_0082,Truck,866,2912,316.14,35.71,2,2,1,True,0,5510764.22,0.36505773672055425,0.10856456043956043,1,0.7325697463921362
SHIP_000573,SUP_0054,PROD_0093,Truck,794,864,428.34,42.58,5,5,7,True,0,686150.4,0.5394710327455919,0.49576388888888884,0,0.0
SHIP_000574,SUP_0184,PROD_0068,Air,930,1926,606.87,64.03,2,2,1,True,1,2501188.71,0.6525483870967742,0.31509345794392524,1,0.30256300142497417
SHIP_000575,SUP_0128,PROD_0086,Rail,403,351,202.51,19.48,13,13,14,True,0,170125.47,0.5025062034739454,0.5769515669515669,0,0.0
SHIP_000576,SUP_0187,PROD_0002,Truck,134,2044,454.59,41.12,2,2,5,True,0,617894.32,3.392462686567164,0.22240215264187865,0,0.0
SHIP_000577,SUP_0048,PROD_0067,Rail,933,105,301.11,17.11,11,11,10,True,0,125352.85,0.3227331189710611,2.867714285714286,1,0.7560104042589396
SHIP_000578,SUP_0072,PROD_0006,Truck,959,1323,556.36,32.74,1,1,4,True,0,2781732.45,0.5801459854014599,0.42052910052910053,0,0.0
SHIP_000579,SUP_0073,PROD_0084,Rail,342,72,254.53,29.95,7,7,9,True,1,34212.95,0.7442397660818714,3.535138888888889,0,0.0
SHIP_000580,SUP_0068,PROD_0073,Truck,839,1905,566.18,57.0,1,1,2,True,0,2750355.83,0.6748271752085816,0.2972073490813648,0,0.0
SHIP_000581,SUP_0199,PROD_0003,Truck,363,2758,432.51,20.13,5,5,7,True,0,1726627.93,1.191487603305785,0.15682015953589556,0,0.0
SHIP_000582,SUP_0176,PROD_0054,Ship,712,265,157.28,15.62,37,37,40,True,0,166935.85,0.22089887640449438,0.5935094339622642,0,0.0
SHIP_000583,SUP_0022,PROD_0077,Rail,697,2321,279.41,15.75,5,5,8,False,0,2405710.08,0.40087517934002875,0.1203834554071521,0,0.0
SHIP_000584,SUP_0128,PROD_0051,Air,829,1438,858.58,80.07,1,1,4,True,0,1811351.37,1.0356815440289506,0.5970653685674548,0,0.0
SHIP_000585,SUP_0031,PROD_0022,Truck,817,315,186.97,21.9,1,1,2,True,0,621480.45,0.22884944920440636,0.5935555555555555,0,0.0
SHIP_000586,SUP_0083,PROD_0092,Truck,915,2861,211.75,16.08,5,5,8,True,0,6359409.15,0.2314207650273224,0.07401258301293254,0,0.0
SHIP_000587,SUP_0018,PROD_0055,Rail,719,659,189.46,15.21,9,9,12,True,0,1020084.87,0.2635048678720445,0.2874962063732929,0,0.0
SHIP_000588,SUP_0106,PROD_0095,Air,804,489,333.07,32.79,2,2,5,True,0,744972.77,0.41426616915422887,0.6811247443762781,0,0.0
SHIP_000589,SUP_0105,PROD_0049,Intermodal,733,237,319.86,25.45,13,13,12,True,0,260887.05,0.4363710777626194,1.349620253164557,1,0.6961989248333113
SHIP_000590,SUP_0030,PROD_0010,Ship,785,1449,118.58,13.03,28,28,29,True,0,887721.4,0.15105732484076434,0.08183574879227053,0,0.0
SHIP_000591,SUP_0038,PROD_0095,Ship,61,1122,204.42,13.99,41,41,43,True,0,166408.51,3.3511475409836065,0.18219251336898395,0,0.0
SHIP_000592,SUP_0113,PROD_0026,Air,263,1947,955.21,71.17,2,2,4,False,0,262474.7,3.6319771863117873,0.4906060606060606,0,0.0
SHIP_000593,SUP_0095,PROD_0015,Truck,726,2927,479.48,53.18,5,5,5,True,0,5084389.47,0.6604407713498622,0.16381277758797405,1,0.6022497262501245
SHIP_000594,SUP_0199,PROD_0003,Rail,430,1249,225.52,11.41,10,10,11,True,0,937315.56,0.5244651162790698,0.18056044835868695,0,0.0
SHIP_000595,SUP_0127,PROD_0036,Truck,864,2490,246.57,19.66,6,6,8,True,0,3068577.24,0.2853819444444444,0.09902409638554216,0,0.0
SHIP_000596,SUP_0101,PROD_0060,Truck,464,1140,215.25,26.37,2,2,1,True,0,990004.76,0.4639008620689655,0.18881578947368421,1,0.6831063673168937
SHIP_000597,SUP_0086,PROD_0075,Truck,567,1524,539.23,34.33,5,5,8,True,0,762577.22,0.9510229276895944,0.3538254593175853,0,0.0
SHIP_000598,SUP_0027,PROD_0033,Truck,726,1302,513.76,64.58,5,5,7,True,0,1683992.62,0.7076584022038568,0.3945929339477727,0,0.0
SHIP_000599,SUP_0027,PROD_0095,Air,668,179,437.93,63.4,1,1,4,True,0,248943.63,0.6555838323353294,2.446536312849162,0,0.0
SHIP_000600,SUP_0046,PROD_0036,Truck,155,2395,532.29,60.49,4,4,3,True,1,703604.91,3.434129032258064,0.22225052192066805,1,0.11276171630607168
SHIP_000601,SUP_0048,PROD_0079,Air,135,2482,701.55,79.41,1,1,0,True,0,427490.66,5.196666666666666,0.28265511684125705,1,0.16137708445400753
SHIP_000602,SUP_0083,PROD_0071,Rail,642,1850,238.32,21.68,11,11,12,True,0,1476022.33,0.37121495327102805,0.1288216216216216,0,0.0
SHIP_000603,SUP_0193,PROD_0040,Ship,463,1367,115.33,7.01,18,18,19,True,0,656417.28,0.24909287257019438,0.08436722750548646,0,0.0
SHIP_000604,SUP_0191,PROD_0047,Truck,199,1914,548.86,23.57,3,3,3,True,0,875524.6,2.758090452261307,0.286760710553814,1,0.2660925841735084
SHIP_000605,SUP_0149,PROD_0040,Ship,119,2376,199.82,8.27,34,34,34,True,0,484688.03,1.6791596638655462,0.08409932659932659,1,0.37325136440624807
SHIP_000606,SUP_0047,PROD_0043,Intermodal,580,445,415.15,27.98,20,20,21,True,0,461429.33,0.7157758620689655,0.9329213483146067,0,0.0
SHIP_000607,SUP_0055,PROD_0030,Rail,557,1231,304.3,17.41,12,12,15,True,0,1645749.05,0.5463195691202872,0.24719740048740863,0,0.0
SHIP_000608,SUP_0152,PROD_0047,Truck,985,1103,131.35,14.85,6,6,5,False,0,715940.14,0.1333502538071066,0.11908431550317315,1,0.8823397679939088
SHIP_000609,SUP_0179,PROD_0010,Truck,632,1487,559.71,59.03,6,6,8,True,0,543551.67,0.885617088607595,0.3764021519838601,0,0.0
SHIP_000610,SUP_0008,PROD_0039,Intermodal,274,164,270.24,24.86,11,11,10,True,0,76172.11,0.9862773722627738,1.6478048780487806,1,0.5034543583713068
SHIP_000611,SUP_0070,PROD_0097,Truck,764,1759,259.43,22.68,1,1,4,True,0,2335367.03,0.3395680628272251,0.14748720864127346,0,0.0
SHIP_000612,SUP_0050,PROD_0007,Rail,924,2548,111.76,12.74,9,9,8,True,0,5683739.8,0.12095238095238096,0.04386185243328101,1,0.8920985556499575
SHIP_000613,SUP_0056,PROD_0019,Ship,650,1060,155.68,13.48,35,35,34,True,0,1031730.33,0.2395076923076923,0.14686792452830189,1,0.8067719193724556
SHIP_000614,SUP_0063,PROD_0079,Air,553,2081,305.42,14.84,2,2,1,True,0,2360602.4,0.5522965641952984,0.14676597789524268,1,0.6442067985368468
SHIP_000615,SUP_0123,PROD_0024,Truck,802,1472,319.78,24.55,2,2,2,False,0,2494691.18,0.39872817955112216,0.21724184782608694,1,0.714935192283692
SHIP_000616,SUP_0013,PROD_0092,Rail,711,2719,360.16,41.52,8,8,7,True,0,3837690.36,0.5065541490857947,0.13246046340566386,1,0.6637663841069494
SHIP_000617,SUP_0111,PROD_0073,Truck,916,692,346.92,33.48,4,4,3,True,0,1066378.34,0.3787336244541485,0.5013294797687862,1,0.7253032654483261
SHIP_000618,SUP_0130,PROD_0074,Truck,217,1934,301.0,28.65,2,2,4,True,0,858995.97,1.3870967741935485,0.15563598759048605,0,0.0
SHIP_000619,SUP_0055,PROD_0065,Air,828,2545,602.13,67.51,1,1,4,False,0,2644868.69,0.7272101449275362,0.23659332023575638,0,0.0
SHIP_000620,SUP_0024,PROD_0066,Ship,501,2416,83.78,3.72,26,26,28,True,0,2486892.86,0.1672255489021956,0.034677152317880794,0,0.0
SHIP_000621,SUP_0025,PROD_0007,Ship,948,622,126.35,8.52,41,41,40,True,0,528502.74,0.13328059071729959,0.20313504823151124,1,0.8823940056778518
SHIP_000622,SUP_0143,PROD_0056,Truck,242,2812,458.94,29.18,4,4,4,True,0,526305.37,1.8964462809917355,0.1632076813655761,1,0.3452506633948697
SHIP_000623,SUP_0033,PROD_0089,Truck,309,184,354.01,43.11,6,6,5,False,0,130993.64,1.1456634304207118,1.9239673913043478,1,0.46605631890921706
SHIP_000624,SUP_0098,PROD_0011,Truck,184,1284,427.19,35.89,4,4,3,True,0,311905.96,2.3216847826086955,0.332702492211838,1,0.3010520460086062
SHIP_000625,SUP_0083,PROD_0077,Intermodal,463,2808,345.92,38.44,9,9,10,True,0,1094501.1,0.7471274298056156,0.1231908831908832,0,0.0
SHIP_000626,SUP_0055,PROD_0090,Ship,517,906,107.54,9.43,43,43,43,False,0,877914.24,0.20800773694390717,0.11869757174392936,1,0.8278092676209691
SHIP_000627,SUP_0123,PROD_0004,Truck,224,846,287.05,32.17,1,1,1,True,0,456245.15,1.2814732142857144,0.33930260047281324,1,0.438313276587418
SHIP_000628,SUP_0123,PROD_0049,Rail,696,1186,150.65,10.63,5,5,7,True,0,477757.41,0.21645114942528737,0.12702360876897134,0,0.0
SHIP_000629,SUP_0032,PROD_0086,Ship,84,1797,131.64,10.74,41,41,42,True,0,322311.86,1.567142857142857,0.07325542570951585,0,0.0
SHIP_000630,SUP_0065,PROD_0045,Ship,644,2988,188.02,19.48,43,43,42,True,0,4243769.49,0.29195652173913045,0.06292503346720214,1,0.7740198552919401
SHIP_000631,SUP_0122,PROD_0015,Truck,337,744,302.73,32.74,6,6,8,True,1,148555.61,0.8983086053412463,0.4068951612903226,0,0.0
SHIP_000632,SUP_0023,PROD_0031,Truck,289,2504,562.23,50.51,1,1,2,False,0,677644.58,1.9454325259515572,0.22453274760383388,0,0.0
SHIP_000633,SUP_0060,PROD_0089,Intermodal,230,2505,438.22,25.38,18,18,17,False,0,895228.79,1.9053043478260872,0.174938123752495,1,0.34419801861662325
SHIP_000634,SUP_0058,PROD_0028,Truck,490,1954,266.64,31.24,3,3,4,True,0,2089660.89,0.5441632653061225,0.13645854657113612,0,0.0
SHIP_000635,SUP_0063,PROD_0093,Truck,840,1548,447.86,40.37,4,4,4,True,0,2305460.66,0.5331666666666667,0.28931524547803616,1,0.6522448092183932
SHIP_000636,SUP_0023,PROD_0042,Air,751,2501,321.27,29.79,2,2,1,True,0,1707793.2,0.42778961384820235,0.12845661735305877,1,0.7003832989825325
SHIP_000637,SUP_0189,PROD_0090,Truck,659,601,418.62,33.68,6,6,8,True,0,363212.36,0.6352352048558422,0.6965391014975042,0,0.0
SHIP_000638,SUP_0108,PROD_0091,Air,250,737,232.03,25.14,2,2,3,True,0,140826.51,0.9281200000000001,0.3148303934871099,0,0.0
SHIP_000639,SUP_0200,PROD_0045,Truck,265,2474,425.02,41.82,2,2,3,True,0,986115.68,1.6038490566037735,0.1717946645109135,0,0.0
SHIP_000640,SUP_0141,PROD_0011,Truck,269,2816,151.7,15.13,4,4,3,True,0,1801345.6,0.5639405204460967,0.05387073863636363,1,0.6394105062990255
SHIP_000641,SUP_0009,PROD_0082,Rail,333,2806,152.92,14.84,10,10,12,True,0,2199436.01,0.45921921921921915,0.054497505345687806,0,0.0
SHIP_000642,SUP_0159,PROD_0075,Truck,33,783,378.73,30.45,6,6,5,True,0,52570.35,11.476666666666667,0.48369093231162197,1,0.08014961261020571
SHIP_000643,SUP_0099,PROD_0073,Rail,24,735,129.93,18.15,9,9,8,True,2,24699.61,5.41375,0.17677551020408164,1,0.05197167543688689
SHIP_000644,SUP_0192,PROD_0050,Truck,477,2602,316.68,31.49,1,1,3,True,0,2487206.31,0.6638993710691824,0.12170637970791699,0,0.0
SHIP_000645,SUP_0087,PROD_0093,Air,676,447,474.19,61.2,1,1,2,True,0,325032.15,0.7014644970414201,1.06082774049217,0,0.0
SHIP_000646,SUP_0178,PROD_0076,Truck,940,2105,319.0,24.09,4,4,4,True,0,1217274.28,0.3393617021276596,0.1515439429928741,1,0.7466243050039714
SHIP_000647,SUP_0078,PROD_0021,Ship,932,1353,191.01,16.58,22,22,21,True,0,1313224.46,0.20494635193133046,0.14117516629711752,1,0.8299124673867553
SHIP_000648,SUP_0001,PROD_0097,Rail,935,2616,241.92,17.34,8,8,8,True,0,5196961.19,0.2587379679144385,0.09247706422018348,1,0.7944465214288142
SHIP_000649,SUP_0038,PROD_0098,Truck,759,1523,280.0,29.39,4,4,5,True,0,2004973.74,0.3689064558629776,0.18384766907419567,0,0.0
SHIP_000650,SUP_0152,PROD_0024,Air,561,2908,821.43,62.63,2,2,3,True,0,3714206.35,1.4642245989304812,0.28247248968363137,0,0.0
SHIP_000651,SUP_0138,PROD_0026,Truck,353,1288,486.58,40.33,3,3,6,True,0,812849.33,1.378413597733711,0.37777950310559005,0,0.0
SHIP_000652,SUP_0088,PROD_0048,Truck,81,2597,150.28,16.99,4,4,4,True,0,317055.08,1.8553086419753086,0.057866769349249135,1,0.3502248356969907
SHIP_000653,SUP_0013,PROD_0008,Rail,396,2711,328.37,24.17,8,8,11,True,0,1852805.07,0.8292171717171717,0.12112504610844707,0,0.0
SHIP_000654,SUP_0088,PROD_0006,Truck,66,1008,236.63,13.38,2,2,4,True,0,129331.16,3.5853030303030304,0.23475198412698411,0,0.0
SHIP_000655,SUP_0078,PROD_0053,Air,368,1441,767.51,67.22,2,2,5,True,0,281197.44,2.085625,0.5326231783483691,0,0.0
SHIP_000656,SUP_0195,PROD_0099,Air,336,1304,611.15,64.3,2,2,3,True,1,657408.39,1.8188988095238094,0.46867331288343556,0,0.0
SHIP_000657,SUP_0158,PROD_0016,Truck,443,2681,138.69,10.3,2,2,3,False,0,1533653.05,0.31306997742663656,0.05173069750093249,0,0.0
SHIP_000658,SUP_0186,PROD_0069,Rail,899,2597,371.36,28.51,12,12,15,True,0,3648783.49,0.41308120133481646,0.14299576434347325,0,0.0
SHIP_000659,SUP_0126,PROD_0025,Ship,518,1325,91.99,5.33,39,39,40,True,1,387156.25,0.17758687258687259,0.06942641509433962,0,0.0
SHIP_000660,SUP_0059,PROD_0046,Truck,585,1231,313.47,33.13,3,3,3,True,0,910755.06,0.5358461538461539,0.2546466287571081,1,0.6511068816988881
SHIP_000661,SUP_0091,PROD_0057,Truck,681,2527,596.93,55.01,2,2,3,True,0,3631134.27,0.8765491923641703,0.23622081519588442,0,0.0
SHIP_000662,SUP_0161,PROD_0009,Rail,222,397,136.59,6.83,7,7,10,True,0,217635.82,0.6152702702702703,0.3440554156171285,0,0.0
SHIP_000663,SUP_0014,PROD_0061,Truck,366,752,532.94,72.48,3,3,4,True,0,457316.39,1.456120218579235,0.7086968085106383,0,0.0
SHIP_000664,SUP_0190,PROD_0035,Truck,116,816,524.76,59.95,2,2,5,True,0,132594.36,4.523793103448276,0.6430882352941176,0,0.0
SHIP_000665,SUP_0160,PROD_0035,Intermodal,648,2037,230.66,10.09,15,15,17,True,0,2573448.28,0.35595679012345677,0.11323514972999509,0,0.0
SHIP_000666,SUP_0119,PROD_0084,Ship,410,2055,117.24,13.09,15,15,17,True,0,1352331.15,0.2859512195121951,0.057051094890510946,0,0.0
SHIP_000667,SUP_0180,PROD_0091,Truck,26,953,407.24,42.18,3,3,5,True,0,26002.75,15.663076923076924,0.4273242392444911,0,0.0
SHIP_000668,SUP_0129,PROD_0045,Ship,810,424,192.07,16.29,34,34,34,True,0,440569.36,0.23712345679012345,0.45299528301886793,1,0.8083267635993493
SHIP_000669,SUP_0011,PROD_0095,Truck,460,1520,324.48,18.05,4,4,4,True,1,434834.1,0.7053913043478262,0.21347368421052632,1,0.2931878441770345
SHIP_000670,SUP_0103,PROD_0085,Air,75,1233,706.63,89.38,2,2,4,True,0,223728.92,9.421733333333334,0.5730981346309814,0,0.0
SHIP_000671,SUP_0149,PROD_0094,Truck,450,298,480.67,44.18,5,5,4,True,0,155449.73,1.0681555555555555,1.6129865771812082,1,0.48352262348630565
SHIP_000672,SUP_0002,PROD_0086,Truck,318,769,435.37,40.61,6,6,8,True,0,323605.49,1.3690880503144653,0.5661508452535761,0,0.0
SHIP_000673,SUP_0048,PROD_0042,Air,253,1990,855.53,80.49,1,1,2,False,0,691003.75,3.3815415019762844,0.4299145728643216,0,0.0
SHIP_000674,SUP_0195,PROD_0081,Truck,779,2511,324.06,24.83,1,1,1,True,0,4239371.24,0.41599486521181,0.12905615292712067,1,0.7062172501949123
SHIP_000675,SUP_0001,PROD_0080,Rail,328,602,296.43,19.01,8,8,8,True,0,328841.94,0.90375,0.49240863787375416,1,0.5252790544977018
SHIP_000676,SUP_0012,PROD_0063,Air,383,671,783.63,50.81,2,2,4,True,0,206600.05,2.0460313315926895,1.1678539493293592,0,0.0
SHIP_000677,SUP_0032,PROD_0042,Truck,749,2594,593.96,46.7,3,3,6,True,0,4702883.32,0.793004005340454,0.22897455666923672,0,0.0
SHIP_000678,SUP_0155,PROD_0067,Truck,672,442,419.89,42.96,2,2,3,True,0,350340.69,0.6248363095238095,0.9499773755656108,0,0.0
SHIP_000679,SUP_0175,PROD_0033,Rail,83,1675,283.37,30.56,6,6,7,True,1,217752.0,3.4140963855421687,0.16917611940298508,0,0.0
SHIP_000680,SUP_0070,PROD_0093,Air,526,1524,481.2,36.05,1,1,2,True,0,1564058.4,0.914828897338403,0.315748031496063,0,0.0
