shipment_id,supplier_id,product_id,transportation_mode,quantity,distance_miles,shipping_cost,fuel_surcharge,delivery_time_days,planned_delivery_time,actual_delivery_time,on_time_delivery,damage_incidents,carbon_footprint_kg
SHIP_000256,SUP_0057,PROD_0031,Intermodal,149,1088,180.17,11.22,20,20,19,False,0,282858.17
SHIP_000257,SUP_0038,PROD_0062,Rail,689,1036,270.75,25.59,6,6,5,True,1,452885.04
SHIP_000258,SUP_0061,PROD_0062,Ship,666,2899,78.26,6.77,14,14,17,True,0,1352002.4
SHIP_000259,SUP_0023,PROD_0099,Intermodal,458,2751,256.98,10.24,8,8,8,True,0,1404682.26
SHIP_000260,SUP_0150,PROD_0040,Air,360,1799,673.66,32.02,1,1,0,True,0,355152.31
SHIP_000261,SUP_0003,PROD_0033,Truck,724,2915,288.67,32.05,2,2,1,True,0,1069489.53
SHIP_000262,SUP_0122,PROD_0096,Truck,542,2334,426.8,32.25,4,4,5,True,0,1691679.78
SHIP_000263,SUP_0062,PROD_0059,Rail,545,1289,94.63,6.45,12,12,12,True,1,1238175.3
SHIP_000264,SUP_0082,PROD_0014,Rail,665,1004,173.73,21.06,7,7,7,True,0,709013.74
SHIP_000265,SUP_0072,PROD_0061,Rail,278,2838,280.33,31.24,7,7,8,True,0,1635346.85
SHIP_000266,SUP_0176,PROD_0009,Truck,223,1191,444.94,51.04,3,3,4,True,0,349874.32
SHIP_000267,SUP_0199,PROD_0009,Rail,566,1888,301.03,16.73,9,9,10,True,0,2492214.74
SHIP_000268,SUP_0051,PROD_0081,Truck,399,2118,480.54,47.58,2,2,1,True,0,1173504.69
SHIP_000269,SUP_0119,PROD_0049,Intermodal,313,2003,403.3,31.31,11,11,12,True,1,1430322.39
SHIP_000270,SUP_0105,PROD_0078,Truck,224,2570,378.03,30.85,4,4,4,False,0,912475.6
SHIP_000271,SUP_0056,PROD_0025,Truck,480,796,149.67,10.0,6,6,8,True,0,416570.66
SHIP_000272,SUP_0063,PROD_0084,Rail,194,1379,172.69,16.88,7,7,8,False,0,595865.56
SHIP_000273,SUP_0097,PROD_0005,Rail,297,2072,308.85,32.53,6,6,7,True,0,755582.89
SHIP_000274,SUP_0015,PROD_0090,Truck,158,1602,394.74,47.01,2,2,2,True,0,520297.04
SHIP_000275,SUP_0029,PROD_0053,Truck,460,1218,329.03,17.04,1,1,1,True,0,1348844.3
SHIP_000276,SUP_0009,PROD_0069,Rail,622,515,300.62,40.64,11,11,12,True,0,497698.01
SHIP_000277,SUP_0047,PROD_0033,Rail,442,1161,231.32,18.97,11,11,13,False,0,514446.8
SHIP_000278,SUP_0038,PROD_0024,Air,813,2350,653.62,72.28,1,1,1,True,0,4028077.26
SHIP_000279,SUP_0193,PROD_0099,Ship,298,1261,190.15,22.54,28,28,27,True,0,334616.46
SHIP_000280,SUP_0110,PROD_0013,Rail,625,2775,128.0,10.4,8,8,8,True,0,2704368.63
SHIP_000281,SUP_0050,PROD_0098,Rail,504,2341,101.14,8.65,10,10,10,True,0,2405071.36
SHIP_000282,SUP_0102,PROD_0035,Rail,720,1558,205.66,20.59,11,11,10,True,0,2066495.1
SHIP_000283,SUP_0183,PROD_0094,Rail,910,2901,225.48,17.54,5,5,5,True,0,4177404.66
SHIP_000284,SUP_0011,PROD_0067,Truck,11,507,162.46,18.62,1,1,3,True,0,6088.58
SHIP_000285,SUP_0141,PROD_0052,Truck,291,988,304.91,15.21,3,3,5,True,0,307464.35
SHIP_000286,SUP_0153,PROD_0068,Truck,800,2692,574.84,27.75,5,5,4,True,1,3041932.51
SHIP_000287,SUP_0120,PROD_0074,Rail,251,235,206.61,20.06,12,12,15,True,0,95588.13
SHIP_000288,SUP_0034,PROD_0021,Rail,768,916,232.34,11.86,10,10,9,True,0,364656.65
SHIP_000289,SUP_0128,PROD_0053,Truck,95,2353,147.53,17.71,5,5,6,True,0,167376.04
SHIP_000290,SUP_0194,PROD_0093,Ship,728,2095,225.38,25.23,24,24,25,True,0,2026200.88
SHIP_000291,SUP_0144,PROD_0086,Ship,296,1220,213.33,28.2,37,37,40,True,0,693809.91
SHIP_000292,SUP_0177,PROD_0070,Ship,103,326,144.86,9.27,15,15,17,True,0,25756.12
SHIP_000293,SUP_0105,PROD_0093,Truck,681,1085,536.23,34.4,2,2,4,True,0,1828255.02
SHIP_000294,SUP_0140,PROD_0009,Truck,731,743,424.11,40.98,4,4,3,True,0,425058.27
SHIP_000295,SUP_0146,PROD_0098,Ship,554,814,196.5,21.02,40,40,43,True,0,659808.27
SHIP_000296,SUP_0128,PROD_0041,Truck,833,1664,131.38,5.83,1,1,2,True,0,1220430.68
SHIP_000297,SUP_0166,PROD_0003,Truck,534,2869,239.32,15.62,4,4,5,True,0,938546.1
SHIP_000298,SUP_0102,PROD_0082,Truck,728,1324,191.78,24.02,6,6,7,True,0,1904119.51
SHIP_000299,SUP_0149,PROD_0051,Ship,763,1391,93.67,5.79,43,43,44,True,0,2405937.9
SHIP_000300,SUP_0019,PROD_0005,Rail,555,1518,128.95,6.73,9,9,11,False,0,2085612.03
SHIP_000301,SUP_0057,PROD_0043,Intermodal,252,1241,159.25,18.44,13,13,15,True,0,254899.35
SHIP_000302,SUP_0129,PROD_0051,Rail,197,1243,207.43,22.17,13,13,16,True,0,454362.17
SHIP_000303,SUP_0059,PROD_0026,Truck,159,1242,312.93,32.44,6,6,7,True,0,162114.08
SHIP_000304,SUP_0164,PROD_0045,Truck,241,121,350.79,40.89,5,5,7,True,0,61499.13
SHIP_000305,SUP_0096,PROD_0026,Truck,123,2332,481.65,24.6,5,5,8,True,1,598628.09
SHIP_000306,SUP_0087,PROD_0005,Truck,544,432,436.18,45.27,4,4,6,True,0,273319.01
SHIP_000307,SUP_0058,PROD_0095,Ship,715,2862,165.61,17.58,31,31,33,True,0,3550419.05
SHIP_000308,SUP_0157,PROD_0013,Truck,66,196,304.72,43.41,3,3,4,True,0,16673.92
SHIP_000309,SUP_0073,PROD_0091,Truck,494,379,302.62,34.62,3,3,5,False,1,256195.36
SHIP_000310,SUP_0198,PROD_0099,Truck,20,2067,170.45,16.21,5,5,5,True,0,53069.73
SHIP_000311,SUP_0108,PROD_0081,Truck,431,683,359.04,31.18,5,5,7,True,0,725048.26
SHIP_000312,SUP_0027,PROD_0063,Truck,37,816,376.1,41.16,2,2,2,True,0,73624.19
SHIP_000313,SUP_0006,PROD_0088,Rail,917,1167,147.18,14.23,8,8,9,True,0,2241003.68
SHIP_000314,SUP_0114,PROD_0060,Truck,448,1030,286.71,26.5,5,5,7,True,0,909269.55
SHIP_000315,SUP_0019,PROD_0068,Intermodal,542,606,343.72,30.18,9,9,9,True,0,667962.95
SHIP_000316,SUP_0023,PROD_0051,Truck,864,1864,279.82,28.82,4,4,7,True,0,2481621.0
SHIP_000317,SUP_0019,PROD_0031,Truck,69,730,136.51,18.5,4,4,3,True,1,122965.06
SHIP_000318,SUP_0129,PROD_0029,Ship,867,2405,196.47,21.41,29,29,30,True,0,4124142.43
SHIP_000319,SUP_0022,PROD_0015,Intermodal,441,1599,284.66,22.77,15,15,16,True,0,1451441.21
SHIP_000320,SUP_0052,PROD_0028,Truck,21,1316,148.85,18.49,1,1,2,True,0,23187.1
SHIP_000321,SUP_0152,PROD_0079,Rail,91,728,199.11,12.95,5,5,4,True,0,149382.86
SHIP_000322,SUP_0096,PROD_0011,Truck,843,135,308.58,41.87,4,4,3,False,0,170194.46
SHIP_000323,SUP_0032,PROD_0050,Truck,52,973,199.46,16.81,5,5,4,False,0,97554.11
SHIP_000324,SUP_0111,PROD_0030,Air,50,2052,577.34,47.24,1,1,2,True,1,168772.71
SHIP_000325,SUP_0019,PROD_0044,Truck,311,1319,282.39,35.75,4,4,5,True,0,1015125.44
SHIP_000326,SUP_0100,PROD_0041,Truck,266,297,234.33,33.17,3,3,2,True,0,60144.59
SHIP_000327,SUP_0182,PROD_0046,Ship,667,840,204.02,10.45,37,37,38,False,0,768825.34
SHIP_000328,SUP_0038,PROD_0024,Rail,484,2663,249.94,19.26,5,5,5,False,0,3217358.27
SHIP_000329,SUP_0090,PROD_0074,Ship,56,483,71.56,6.46,19,19,20,True,0,14706.58
SHIP_000330,SUP_0190,PROD_0048,Rail,743,2223,344.99,14.48,12,12,13,True,0,1278709.24
SHIP_000331,SUP_0147,PROD_0096,Truck,987,613,386.69,26.04,4,4,7,True,0,1370087.62
SHIP_000332,SUP_0060,PROD_0088,Truck,892,1762,576.6,38.31,2,2,3,True,0,1091849.58
SHIP_000333,SUP_0124,PROD_0075,Truck,40,2774,401.45,25.65,4,4,4,True,0,141794.31
SHIP_000334,SUP_0029,PROD_0085,Rail,475,1821,128.89,15.97,11,11,11,True,0,864029.51
SHIP_000335,SUP_0120,PROD_0069,Air,276,912,771.95,88.03,1,1,2,True,0,314793.07
SHIP_000336,SUP_0035,PROD_0039,Rail,481,2173,164.59,16.29,12,12,15,True,0,1123606.93
SHIP_000337,SUP_0040,PROD_0064,Truck,199,2165,568.73,40.66,1,1,2,True,1,888221.07
SHIP_000338,SUP_0043,PROD_0023,Truck,752,2382,218.59,24.13,4,4,6,True,0,1728386.17
SHIP_000339,SUP_0131,PROD_0095,Intermodal,398,129,262.02,19.76,19,19,20,True,0,78334.73
SHIP_000340,SUP_0091,PROD_0029,Truck,688,1302,403.42,52.01,3,3,5,True,0,588776.15
SHIP_000341,SUP_0085,PROD_0032,Truck,726,2688,167.65,18.75,1,1,4,False,0,1636869.7
SHIP_000342,SUP_0177,PROD_0091,Rail,351,519,268.09,14.87,7,7,7,True,0,326580.36
SHIP_000343,SUP_0007,PROD_0053,Truck,310,484,354.21,40.46,5,5,5,True,0,90802.99
SHIP_000344,SUP_0017,PROD_0034,Truck,981,364,275.44,28.24,3,3,5,True,0,475325.84
SHIP_000345,SUP_0008,PROD_0068,Intermodal,462,1275,235.8,19.76,14,14,17,True,0,954511.64
SHIP_000346,SUP_0066,PROD_0060,Rail,328,2575,102.4,11.18,6,6,6,True,0,1800512.22
SHIP_000347,SUP_0050,PROD_0089,Truck,990,890,360.33,34.8,4,4,5,True,0,1426217.91
SHIP_000348,SUP_0037,PROD_0034,Air,843,1943,596.14,62.22,1,1,1,True,0,3904494.42
SHIP_000349,SUP_0124,PROD_0013,Truck,242,1128,202.7,11.47,5,5,8,True,0,663722.93
SHIP_000350,SUP_0030,PROD_0044,Truck,388,1421,248.45,17.37,5,5,6,True,0,1207443.81
SHIP_000351,SUP_0038,PROD_0015,Air,782,1027,405.84,53.91,1,1,0,True,0,403882.72
SHIP_000352,SUP_0094,PROD_0026,Truck,769,321,453.6,55.72,6,6,9,True,0,547741.38
SHIP_000353,SUP_0173,PROD_0037,Air,751,1498,317.76,38.31,2,2,1,True,0,2601419.79
SHIP_000354,SUP_0041,PROD_0084,Rail,274,497,227.37,17.86,5,5,6,False,0,281570.37
SHIP_000355,SUP_0119,PROD_0010,Rail,756,2148,344.23,14.97,6,6,6,True,0,2978850.58
SHIP_000356,SUP_0009,PROD_0024,Rail,788,2831,231.9,14.8,5,5,8,True,0,1826896.21
SHIP_000357,SUP_0117,PROD_0004,Truck,709,2880,288.13,12.14,6,6,6,True,0,3717281.53
SHIP_000358,SUP_0009,PROD_0059,Rail,356,414,107.2,11.33,11,11,10,True,0,265639.94
SHIP_000359,SUP_0005,PROD_0085,Truck,458,1871,217.61,14.43,5,5,5,True,0,1175731.45
SHIP_000360,SUP_0192,PROD_0033,Truck,494,955,462.66,29.56,4,4,4,True,0,534789.81
SHIP_000361,SUP_0024,PROD_0064,Ship,693,1482,108.6,11.46,23,23,24,True,0,2065953.91
SHIP_000362,SUP_0007,PROD_0021,Truck,345,2210,468.38,54.1,5,5,4,True,0,1764030.34
SHIP_000363,SUP_0090,PROD_0063,Rail,482,1505,343.0,22.49,12,12,12,True,0,1275977.78
SHIP_000364,SUP_0059,PROD_0045,Rail,161,1302,332.78,26.81,7,7,8,True,0,389507.02
SHIP_000365,SUP_0021,PROD_0043,Truck,171,1766,566.92,32.08,4,4,7,True,0,669733.79
SHIP_000366,SUP_0098,PROD_0017,Truck,368,1767,546.65,47.52,5,5,5,True,0,611846.46
SHIP_000367,SUP_0191,PROD_0062,Rail,854,2465,290.81,25.43,11,11,13,False,1,3002282.14
SHIP_000368,SUP_0049,PROD_0095,Rail,176,2115,174.44,21.1,9,9,9,True,0,480395.32
SHIP_000369,SUP_0195,PROD_0049,Rail,911,2526,221.49,13.47,5,5,6,True,0,3450639.83
SHIP_000370,SUP_0189,PROD_0045,Air,694,1960,458.74,28.94,2,2,1,True,0,2804984.75
SHIP_000371,SUP_0038,PROD_0001,Intermodal,999,2517,359.46,29.96,20,20,19,False,0,4928200.1
SHIP_000372,SUP_0018,PROD_0081,Rail,96,2452,306.07,13.67,7,7,7,True,0,234040.58
SHIP_000373,SUP_0059,PROD_0057,Air,528,2061,315.96,23.96,1,1,3,True,0,867623.47
SHIP_000374,SUP_0035,PROD_0033,Air,450,2778,585.07,45.02,1,1,3,False,0,2948240.61
SHIP_000375,SUP_0140,PROD_0085,Rail,63,2437,149.99,17.52,12,12,13,True,0,301635.2
SHIP_000376,SUP_0066,PROD_0037,Truck,466,2652,442.14,49.25,4,4,5,True,0,2527451.17
SHIP_000377,SUP_0156,PROD_0016,Intermodal,678,2164,373.81,32.29,12,12,13,True,0,1831582.6
SHIP_000378,SUP_0141,PROD_0062,Truck,966,1381,347.95,34.9,4,4,4,True,0,1612363.56
SHIP_000379,SUP_0192,PROD_0004,Air,970,1263,702.74,47.35,2,2,5,True,0,1071053.47
SHIP_000380,SUP_0105,PROD_0012,Air,594,2401,783.4,41.72,1,1,2,False,0,746847.36
SHIP_000381,SUP_0064,PROD_0042,Rail,524,572,250.41,17.36,13,13,14,True,0,599579.31
SHIP_000382,SUP_0093,PROD_0050,Intermodal,960,857,329.44,33.0,17,17,17,True,0,1073647.2
SHIP_000383,SUP_0178,PROD_0014,Air,285,889,524.09,38.29,2,2,3,True,1,568612.16
SHIP_000384,SUP_0185,PROD_0085,Intermodal,951,2084,234.21,20.55,9,9,8,True,0,1668119.44
SHIP_000385,SUP_0066,PROD_0087,Rail,585,2843,254.06,20.23,7,7,7,True,0,4093870.1
SHIP_000386,SUP_0194,PROD_0041,Rail,476,1865,231.05,26.78,13,13,15,True,0,1056136.83
SHIP_000387,SUP_0152,PROD_0042,Air,387,353,630.98,82.66,1,1,0,True,0,211812.83
SHIP_000388,SUP_0034,PROD_0057,Truck,656,2107,352.7,21.76,4,4,6,True,0,2697701.15
SHIP_000389,SUP_0134,PROD_0082,Rail,452,2296,266.31,15.88,13,13,13,True,0,2180907.01
SHIP_000390,SUP_0132,PROD_0053,Intermodal,436,2167,395.84,17.95,19,19,19,True,1,1380789.29
SHIP_000391,SUP_0175,PROD_0033,Ship,217,2230,149.59,9.8,29,29,28,True,0,1076677.21
SHIP_000392,SUP_0022,PROD_0050,Rail,453,767,141.56,14.51,11,11,13,True,0,847074.82
SHIP_000393,SUP_0008,PROD_0071,Rail,473,2247,98.37,5.97,10,10,10,True,0,1826912.77
SHIP_000394,SUP_0093,PROD_0023,Air,487,1857,885.41,80.12,1,1,2,True,1,1498399.39
SHIP_000395,SUP_0158,PROD_0069,Truck,231,2290,327.55,23.09,3,3,6,True,0,919735.12
SHIP_000396,SUP_0104,PROD_0077,Rail,269,397,237.05,32.94,7,7,9,False,0,63261.02
SHIP_000397,SUP_0137,PROD_0027,Intermodal,478,1764,351.64,20.67,8,8,9,True,0,1511263.93
SHIP_000398,SUP_0026,PROD_0014,Intermodal,735,1766,416.51,24.08,11,11,10,True,0,1313815.92
SHIP_000399,SUP_0176,PROD_0024,Truck,415,2568,182.15,10.36,6,6,6,True,1,1696863.97
SHIP_000400,SUP_0090,PROD_0004,Truck,179,2662,478.06,52.93,5,5,5,True,0,648119.93
SHIP_000401,SUP_0164,PROD_0029,Air,181,1203,811.11,96.13,2,2,1,False,0,123197.43
SHIP_000402,SUP_0154,PROD_0012,Truck,264,2390,404.61,45.36,6,6,8,True,1,1480856.19
SHIP_000403,SUP_0139,PROD_0010,Truck,499,2104,319.91,18.1,2,2,1,True,0,678256.73
SHIP_000404,SUP_0115,PROD_0063,Rail,345,1759,127.57,11.46,5,5,8,True,0,715974.43
SHIP_000405,SUP_0105,PROD_0023,Truck,766,1597,162.5,17.4,2,2,4,True,1,2947459.23
SHIP_000406,SUP_0144,PROD_0029,Rail,377,1702,181.81,8.26,12,12,14,True,1,1211560.17
SHIP_000407,SUP_0173,PROD_0100,Rail,68,1925,249.5,16.61,13,13,16,False,0,234942.98
SHIP_000408,SUP_0024,PROD_0062,Truck,800,85,332.64,49.22,6,6,5,True,0,144257.67
SHIP_000409,SUP_0138,PROD_0061,Rail,482,708,154.57,18.5,11,11,13,True,0,600281.58
SHIP_000410,SUP_0046,PROD_0057,Rail,265,155,226.99,14.46,9,9,12,True,0,56335.59
SHIP_000411,SUP_0023,PROD_0056,Air,451,571,495.44,63.57,1,1,2,True,0,235627.58
SHIP_000412,SUP_0143,PROD_0055,Truck,305,1947,290.01,32.75,1,1,0,True,0,363671.37
SHIP_000413,SUP_0125,PROD_0059,Truck,741,2206,535.44,51.88,4,4,4,True,0,3488311.15
SHIP_000414,SUP_0192,PROD_0001,Truck,220,2673,500.88,39.43,5,5,5,True,0,1450281.88
SHIP_000415,SUP_0116,PROD_0052,Rail,411,897,150.84,19.68,8,8,8,True,0,635017.14
SHIP_000416,SUP_0157,PROD_0002,Truck,283,1615,251.83,11.52,1,1,4,True,0,245226.24
SHIP_000417,SUP_0024,PROD_0062,Rail,764,911,262.32,12.95,10,10,9,True,0,1078193.94
SHIP_000418,SUP_0085,PROD_0066,Rail,638,1858,227.85,28.18,5,5,8,True,0,2319052.35
SHIP_000419,SUP_0186,PROD_0072,Rail,968,1300,203.23,16.92,12,12,13,True,0,2391098.14
SHIP_000420,SUP_0151,PROD_0006,Intermodal,349,149,364.71,50.16,16,16,16,True,0,83703.43
SHIP_000421,SUP_0018,PROD_0034,Intermodal,125,2374,413.41,36.53,17,17,16,True,0,374281.33
SHIP_000422,SUP_0111,PROD_0031,Truck,367,2095,580.88,61.79,4,4,6,True,0,1134847.47
SHIP_000423,SUP_0122,PROD_0082,Air,198,2385,434.62,22.43,2,2,4,True,2,1178426.96
SHIP_000424,SUP_0061,PROD_0082,Truck,732,1088,342.86,20.43,6,6,7,True,0,798670.28
SHIP_000425,SUP_0038,PROD_0052,Truck,885,197,167.02,24.37,4,4,3,True,0,354261.99
SHIP_000426,SUP_0013,PROD_0044,Air,930,2774,602.47,70.62,1,1,0,True,0,3697385.52
SHIP_000427,SUP_0146,PROD_0013,Truck,649,1219,470.42,36.62,2,2,3,True,0,1431126.88
SHIP_000428,SUP_0088,PROD_0058,Intermodal,712,2476,459.54,54.61,8,8,9,True,0,1177229.5
SHIP_000429,SUP_0059,PROD_0032,Truck,804,1247,472.46,62.36,6,6,9,True,0,2408483.53
SHIP_000430,SUP_0042,PROD_0066,Rail,957,953,94.69,6.8,5,5,8,True,1,1654013.34
SHIP_000431,SUP_0197,PROD_0014,Truck,796,1590,559.66,38.92,3,3,4,True,0,947664.61
SHIP_000432,SUP_0021,PROD_0012,Rail,367,1999,246.74,18.92,9,9,11,True,0,427510.35
SHIP_000433,SUP_0195,PROD_0025,Truck,222,2340,317.06,22.14,3,3,4,True,0,290633.52
SHIP_000434,SUP_0193,PROD_0036,Truck,888,2256,531.71,25.48,1,1,2,True,0,2654468.83
SHIP_000435,SUP_0194,PROD_0095,Air,619,1769,907.57,60.77,2,2,3,True,0,1283192.55
SHIP_000436,SUP_0003,PROD_0035,Air,25,867,758.61,56.41,1,1,2,True,0,47200.15
SHIP_000437,SUP_0030,PROD_0072,Air,475,997,712.37,48.35,2,2,5,False,0,938394.52
SHIP_000438,SUP_0140,PROD_0088,Air,884,2806,701.31,67.16,1,1,0,False,1,3888456.32
SHIP_000439,SUP_0039,PROD_0090,Air,845,2073,723.9,50.89,1,1,1,True,0,3878718.93
SHIP_000440,SUP_0192,PROD_0054,Truck,971,2386,408.09,32.35,3,3,5,True,0,1553550.91
SHIP_000441,SUP_0028,PROD_0067,Rail,944,952,179.36,12.11,11,11,14,False,0,1232937.76
SHIP_000442,SUP_0070,PROD_0039,Truck,94,2846,399.59,22.42,2,2,1,True,0,355453.91
SHIP_000443,SUP_0195,PROD_0017,Truck,118,632,211.94,11.38,6,6,9,True,0,177915.28
SHIP_000444,SUP_0001,PROD_0092,Rail,382,2835,366.13,33.89,10,10,11,True,0,1381953.58
SHIP_000445,SUP_0043,PROD_0051,Ship,491,694,82.45,3.93,40,40,41,True,0,576274.73
SHIP_000446,SUP_0122,PROD_0085,Ship,781,983,171.0,15.53,14,14,14,True,0,1140794.84
SHIP_000447,SUP_0193,PROD_0061,Truck,937,2505,566.53,55.35,2,2,2,True,0,4667031.75
SHIP_000448,SUP_0053,PROD_0008,Air,721,1496,383.07,45.6,2,2,2,False,0,671617.54
SHIP_000449,SUP_0094,PROD_0086,Rail,756,1804,325.78,16.22,9,9,11,True,0,2747985.04
SHIP_000450,SUP_0160,PROD_0042,Truck,770,2629,324.99,36.65,1,1,4,True,0,1412859.9
SHIP_000451,SUP_0137,PROD_0088,Intermodal,482,2010,456.69,32.34,13,13,12,True,0,947756.3
SHIP_000452,SUP_0079,PROD_0090,Truck,273,2034,391.54,34.83,3,3,2,True,0,1284178.99
SHIP_000453,SUP_0130,PROD_0087,Air,532,2119,261.61,31.52,1,1,0,True,2,1756350.29
SHIP_000454,SUP_0043,PROD_0032,Truck,652,1882,572.06,39.41,6,6,5,False,0,948806.51
SHIP_000455,SUP_0140,PROD_0020,Ship,202,2443,178.99,15.91,35,35,35,True,0,541989.92
SHIP_000456,SUP_0150,PROD_0083,Rail,32,2640,128.93,12.22,10,10,10,True,0,93560.75
SHIP_000457,SUP_0174,PROD_0087,Rail,731,2510,241.08,18.97,9,9,12,True,0,2906146.82
SHIP_000458,SUP_0015,PROD_0096,Intermodal,893,711,169.07,17.38,16,16,16,True,0,1095423.31
SHIP_000459,SUP_0135,PROD_0060,Air,987,2019,456.33,53.9,2,2,1,False,0,2355334.95
SHIP_000460,SUP_0024,PROD_0039,Rail,597,2847,193.9,7.85,10,10,11,True,0,1608831.84
SHIP_000461,SUP_0013,PROD_0097,Truck,875,2669,504.72,38.58,4,4,7,False,0,2006846.19
SHIP_000462,SUP_0143,PROD_0020,Rail,741,864,303.2,34.58,7,7,10,True,1,954682.34
SHIP_000463,SUP_0072,PROD_0020,Intermodal,338,2069,411.67,19.16,7,7,9,True,0,566068.01
SHIP_000464,SUP_0162,PROD_0032,Intermodal,541,438,197.73,27.05,14,14,15,True,0,519399.15
SHIP_000465,SUP_0106,PROD_0034,Intermodal,334,1279,313.82,24.28,10,10,9,True,1,1046214.05
SHIP_000466,SUP_0084,PROD_0009,Truck,493,2357,131.34,13.31,1,1,3,False,0,1526843.36
SHIP_000467,SUP_0028,PROD_0029,Truck,602,1957,440.81,48.59,4,4,4,True,0,825489.19
SHIP_000468,SUP_0091,PROD_0069,Truck,435,1080,288.51,19.67,1,1,1,True,0,884987.01
SHIP_000469,SUP_0021,PROD_0087,Truck,497,1801,309.72,27.45,3,3,5,True,1,2000276.72
SHIP_000470,SUP_0041,PROD_0083,Truck,154,796,395.8,28.18,5,5,4,True,0,144659.63
SHIP_000471,SUP_0131,PROD_0088,Air,990,249,737.26,38.44,2,2,3,True,0,382048.04
SHIP_000472,SUP_0136,PROD_0098,Air,569,2405,843.68,80.66,2,2,1,True,0,749755.6
SHIP_000473,SUP_0046,PROD_0096,Truck,877,1735,431.05,25.98,6,6,6,True,0,3422145.57
SHIP_000474,SUP_0052,PROD_0036,Rail,392,1113,315.29,41.69,5,5,6,True,0,800104.62
SHIP_000475,SUP_0060,PROD_0085,Rail,852,280,197.45,23.23,6,6,6,True,0,512846.82
SHIP_000476,SUP_0121,PROD_0031,Intermodal,992,1012,155.05,20.44,15,15,18,True,0,1764508.83
SHIP_000477,SUP_0163,PROD_0048,Truck,827,2710,505.33,24.6,4,4,5,True,1,3915997.03
SHIP_000478,SUP_0043,PROD_0024,Rail,721,289,128.93,10.62,11,11,11,True,0,514097.13
SHIP_000479,SUP_0148,PROD_0077,Truck,639,180,499.52,38.69,2,2,1,False,0,63970.13
SHIP_000480,SUP_0013,PROD_0004,Truck,589,1315,322.2,35.74,5,5,6,False,0,1181324.67
SHIP_000481,SUP_0135,PROD_0012,Truck,446,1459,268.86,14.92,4,4,4,True,0,1088515.86
SHIP_000482,SUP_0056,PROD_0095,Rail,875,1512,311.88,27.91,5,5,7,True,0,2016203.59
SHIP_000483,SUP_0074,PROD_0066,Ship,309,1404,97.38,8.04,37,37,36,False,0,478509.38
SHIP_000484,SUP_0117,PROD_0041,Ship,842,1647,152.71,16.5,37,37,36,True,0,1624785.37
SHIP_000485,SUP_0005,PROD_0031,Rail,734,2390,354.94,31.4,9,9,9,True,0,3403198.63
SHIP_000486,SUP_0082,PROD_0029,Rail,535,1024,88.99,6.94,9,9,9,False,0,364903.8
SHIP_000487,SUP_0071,PROD_0047,Intermodal,460,1184,264.7,21.63,18,18,20,True,0,299329.39
SHIP_000488,SUP_0187,PROD_0006,Rail,875,388,165.11,14.51,11,11,14,True,0,737759.47
SHIP_000489,SUP_0153,PROD_0019,Air,998,2535,814.42,95.72,1,1,1,True,0,2256239.38
SHIP_000490,SUP_0141,PROD_0001,Truck,632,1538,391.2,42.29,1,1,4,True,0,2345886.18
SHIP_000491,SUP_0168,PROD_0005,Truck,927,2160,292.47,30.9,4,4,3,True,0,2692702.22
SHIP_000492,SUP_0012,PROD_0027,Truck,356,2678,189.15,17.61,5,5,7,True,0,892765.44
SHIP_000493,SUP_0096,PROD_0005,Truck,739,228,506.1,55.58,3,3,3,True,0,280420.59
SHIP_000494,SUP_0146,PROD_0054,Truck,837,776,451.49,23.7,3,3,4,True,1,730947.55
SHIP_000495,SUP_0057,PROD_0089,Air,88,324,326.18,43.91,2,2,3,True,0,53187.11
SHIP_000496,SUP_0047,PROD_0029,Ship,194,559,139.24,13.05,23,23,24,True,0,64041.83
SHIP_000497,SUP_0024,PROD_0076,Truck,453,980,260.45,11.97,2,2,4,True,1,309609.26
SHIP_000498,SUP_0163,PROD_0075,Rail,989,2671,195.13,22.7,5,5,8,True,0,5370761.22
SHIP_000499,SUP_0161,PROD_0033,Truck,519,431,113.97,12.02,5,5,7,True,0,140172.41
SHIP_000500,SUP_0071,PROD_0034,Air,521,1808,601.43,50.01,1,1,1,True,0,611670.26
SHIP_000501,SUP_0002,PROD_0016,Truck,90,1506,242.11,20.63,2,2,2,True,0,160333.0
SHIP_000502,SUP_0168,PROD_0041,Truck,535,2908,233.53,17.65,1,1,4,True,0,2855929.09
SHIP_000503,SUP_0131,PROD_0099,Ship,769,1287,78.93,10.45,15,15,15,True,0,846270.5
SHIP_000504,SUP_0189,PROD_0078,Intermodal,577,209,366.51,48.66,9,9,8,False,0,192149.39
SHIP_000505,SUP_0100,PROD_0042,Intermodal,380,1723,458.88,56.48,18,18,19,False,0,590236.1
SHIP_000506,SUP_0070,PROD_0054,Air,958,2726,690.88,31.14,1,1,4,True,0,6367005.63
SHIP_000507,SUP_0042,PROD_0078,Truck,911,2604,363.79,17.5,6,6,8,True,0,5182967.41
SHIP_000508,SUP_0132,PROD_0063,Air,566,1951,797.36,83.44,1,1,4,True,0,1199863.9
SHIP_000509,SUP_0104,PROD_0040,Rail,371,1857,127.63,9.42,11,11,10,True,0,1597757.03
SHIP_000510,SUP_0112,PROD_0098,Truck,638,107,227.3,28.11,1,1,1,True,0,130891.27
SHIP_000511,SUP_0070,PROD_0003,Intermodal,400,2059,377.22,41.7,20,20,21,False,0,1260238.73
