date,product_id,product_category,stock_level,safety_stock,reorder_point,max_stock,unit_cost,carrying_cost_percent,demand_variance,supplier_id
2024-09-22,PROD_0043,Healthcare,1062,159,318,1911,121.19,0.248,0.385,SUP_0177
2024-09-22,PROD_0044,Consumer_Goods,290,43,87,522,82.95,0.273,0.415,SUP_0097
2024-09-22,PROD_0045,Electronics,1146,171,343,2062,130.82,0.214,0.165,SUP_0172
2024-09-22,PROD_0046,Industrial,540,81,162,972,162.23,0.227,0.109,SUP_0091
2024-09-22,PROD_0047,Automotive,474,71,142,853,91.16,0.297,0.15,SUP_0167
2024-09-22,PROD_0048,Industrial,567,85,170,1020,27.2,0.239,0.283,SUP_0143
2024-09-22,PROD_0049,Automotive,647,97,194,1164,160.28,0.315,0.124,SUP_0161
2024-09-22,PROD_0050,Industrial,1160,174,348,2088,66.58,0.288,0.205,SUP_0111
2024-09-22,PROD_0051,Healthcare,426,63,127,766,65.01,0.214,0.143,SUP_0062
2024-09-22,PROD_0052,Healthcare,386,57,115,694,61.98,0.225,0.254,SUP_0179
2024-09-22,PROD_0053,Automotive,83,12,24,149,158.16,0.333,0.326,SUP_0075
2024-09-22,PROD_0054,Healthcare,1240,186,372,2232,192.78,0.259,0.315,SUP_0011
2024-09-22,PROD_0055,Healthcare,1275,191,382,2295,144.78,0.294,0.302,SUP_0052
2024-09-22,PROD_0056,Consumer_Goods,796,119,238,1432,35.89,0.288,0.303,SUP_0117
2024-09-22,PROD_0057,Electronics,463,69,138,833,127.79,0.225,0.247,SUP_0128
2024-09-22,PROD_0058,Consumer_Goods,1102,165,330,1983,136.98,0.315,0.163,SUP_0140
2024-09-22,PROD_0059,Consumer_Goods,1000,150,300,1800,51.55,0.218,0.108,SUP_0081
2024-09-22,PROD_0060,Healthcare,965,144,289,1737,185.6,0.155,0.176,SUP_0007
2024-09-22,PROD_0061,Industrial,794,119,238,1429,196.82,0.226,0.399,SUP_0184
2024-09-22,PROD_0062,Healthcare,875,131,262,1575,162.03,0.265,0.301,SUP_0047
2024-09-22,PROD_0063,Consumer_Goods,214,32,64,385,166.12,0.3,0.188,SUP_0181
2024-09-22,PROD_0064,Consumer_Goods,888,133,266,1598,110.47,0.273,0.359,SUP_0092
2024-09-22,PROD_0065,Healthcare,180,27,54,324,156.01,0.156,0.397,SUP_0141
2024-09-22,PROD_0066,Consumer_Goods,647,97,194,1164,150.95,0.334,0.275,SUP_0082
2024-09-22,PROD_0067,Consumer_Goods,889,133,266,1600,41.73,0.258,0.18,SUP_0037
2024-09-22,PROD_0068,Consumer_Goods,248,37,74,446,38.86,0.206,0.16,SUP_0131
2024-09-22,PROD_0069,Electronics,240,36,72,432,88.25,0.182,0.244,SUP_0171
2024-09-22,PROD_0070,Industrial,64,9,19,115,55.97,0.249,0.318,SUP_0003
2024-09-22,PROD_0071,Electronics,189,28,56,340,176.27,0.311,0.267,SUP_0193
2024-09-22,PROD_0072,Automotive,560,84,168,1008,168.64,0.339,0.186,SUP_0094
2024-09-22,PROD_0073,Consumer_Goods,175,26,52,315,85.27,0.314,0.178,SUP_0125
2024-09-22,PROD_0074,Healthcare,597,89,179,1074,185.68,0.263,0.43,SUP_0068
2024-09-22,PROD_0075,Electronics,693,103,207,1247,132.76,0.341,0.223,SUP_0136
2024-09-22,PROD_0076,Consumer_Goods,867,130,260,1560,99.72,0.341,0.196,SUP_0063
2024-09-22,PROD_0077,Electronics,752,112,225,1353,120.52,0.179,0.26,SUP_0177
2024-09-22,PROD_0078,Electronics,588,88,176,1058,55.9,0.233,0.424,SUP_0149
2024-09-22,PROD_0079,Consumer_Goods,1146,171,343,2062,101.55,0.188,0.235,SUP_0095
2024-09-22,PROD_0080,Automotive,229,34,68,412,183.3,0.248,0.328,SUP_0047
2024-09-22,PROD_0081,Automotive,726,108,217,1306,110.91,0.283,0.443,SUP_0059
2024-09-22,PROD_0082,Healthcare,300,45,90,540,158.41,0.295,0.343,SUP_0132
2024-09-22,PROD_0083,Healthcare,211,31,63,379,55.45,0.246,0.207,SUP_0033
2024-09-22,PROD_0084,Automotive,1087,163,326,1956,34.36,0.162,0.371,SUP_0094
2024-09-22,PROD_0085,Electronics,115,17,34,207,60.07,0.176,0.354,SUP_0110
2024-09-22,PROD_0086,Consumer_Goods,992,148,297,1785,84.65,0.322,0.249,SUP_0197
2024-09-22,PROD_0087,Automotive,307,46,92,552,67.55,0.245,0.215,SUP_0137
2024-09-22,PROD_0088,Electronics,230,34,69,414,28.79,0.296,0.111,SUP_0038
2024-09-22,PROD_0089,Industrial,710,106,213,1278,51.43,0.298,0.319,SUP_0084
2024-09-22,PROD_0090,Industrial,679,101,203,1222,148.19,0.305,0.169,SUP_0168
2024-09-22,PROD_0091,Electronics,1021,153,306,1837,141.71,0.244,0.396,SUP_0039
2024-09-22,PROD_0092,Healthcare,536,80,160,964,172.17,0.313,0.138,SUP_0035
2024-09-22,PROD_0093,Electronics,616,92,184,1108,20.04,0.183,0.259,SUP_0170
2024-09-22,PROD_0094,Consumer_Goods,962,144,288,1731,113.25,0.335,0.154,SUP_0070
2024-09-22,PROD_0095,Automotive,1360,204,408,2448,110.58,0.151,0.326,SUP_0012
2024-09-22,PROD_0096,Healthcare,326,48,97,586,139.15,0.276,0.202,SUP_0157
2024-09-22,PROD_0097,Electronics,696,104,208,1252,27.76,0.18,0.362,SUP_0005
2024-09-22,PROD_0098,Industrial,602,90,180,1083,168.59,0.295,0.187,SUP_0114
2024-09-22,PROD_0099,Automotive,280,42,84,504,106.24,0.304,0.122,SUP_0145
2024-09-22,PROD_0100,Consumer_Goods,110,16,33,198,67.24,0.184,0.34,SUP_0037
2024-09-23,PROD_0001,Electronics,1027,154,308,1848,94.98,0.296,0.297,SUP_0057
2024-09-23,PROD_0002,Automotive,188,28,56,338,122.96,0.278,0.234,SUP_0186
2024-09-23,PROD_0003,Electronics,996,149,298,1792,65.02,0.268,0.206,SUP_0102
2024-09-23,PROD_0004,Automotive,135,20,40,243,39.16,0.161,0.39,SUP_0092
2024-09-23,PROD_0005,Consumer_Goods,371,55,111,667,159.76,0.285,0.379,SUP_0176
2024-09-23,PROD_0006,Electronics,144,21,43,259,84.7,0.279,0.115,SUP_0110
2024-09-23,PROD_0007,Industrial,746,111,223,1342,107.0,0.337,0.371,SUP_0177
2024-09-23,PROD_0008,Automotive,249,37,74,448,102.26,0.281,0.276,SUP_0010
2024-09-23,PROD_0009,Healthcare,304,45,91,547,34.46,0.243,0.317,SUP_0118
2024-09-23,PROD_0010,Electronics,688,103,206,1238,157.44,0.349,0.251,SUP_0119
2024-09-23,PROD_0011,Industrial,728,109,218,1310,138.34,0.179,0.14,SUP_0013
2024-09-23,PROD_0012,Electronics,52,7,15,93,74.13,0.275,0.4,SUP_0133
2024-09-23,PROD_0013,Healthcare,148,22,44,266,120.31,0.325,0.445,SUP_0131
2024-09-23,PROD_0014,Healthcare,274,41,82,493,58.88,0.272,0.391,SUP_0079
2024-09-23,PROD_0015,Industrial,904,135,271,1627,102.76,0.278,0.269,SUP_0199
2024-09-23,PROD_0016,Electronics,301,45,90,541,159.43,0.23,0.136,SUP_0086
2024-09-23,PROD_0017,Electronics,517,77,155,930,159.15,0.212,0.395,SUP_0170
2024-09-23,PROD_0018,Healthcare,278,41,83,500,120.18,0.227,0.169,SUP_0167
2024-09-23,PROD_0019,Consumer_Goods,723,108,216,1301,72.66,0.219,0.371,SUP_0175
2024-09-23,PROD_0020,Consumer_Goods,930,139,279,1674,81.27,0.273,0.21,SUP_0146
2024-09-23,PROD_0021,Consumer_Goods,183,27,54,329,111.69,0.252,0.323,SUP_0143
2024-09-23,PROD_0022,Industrial,1345,201,403,2421,72.21,0.195,0.395,SUP_0171
2024-09-23,PROD_0023,Electronics,1010,151,303,1818,150.7,0.214,0.288,SUP_0132
2024-09-23,PROD_0024,Healthcare,872,130,261,1569,150.67,0.158,0.108,SUP_0139
2024-09-23,PROD_0025,Electronics,1251,187,375,2251,159.7,0.286,0.106,SUP_0123
2024-09-23,PROD_0026,Industrial,239,35,71,430,77.88,0.343,0.299,SUP_0081
2024-09-23,PROD_0027,Consumer_Goods,291,43,87,523,115.35,0.232,0.113,SUP_0038
2024-09-23,PROD_0028,Healthcare,411,61,123,739,105.99,0.321,0.136,SUP_0151
2024-09-23,PROD_0029,Healthcare,1140,171,342,2052,90.95,0.322,0.445,SUP_0190
2024-09-23,PROD_0030,Automotive,295,44,88,531,71.87,0.305,0.255,SUP_0200
2024-09-23,PROD_0031,Healthcare,432,64,129,777,22.22,0.163,0.169,SUP_0029
2024-09-23,PROD_0032,Automotive,442,66,132,795,149.66,0.31,0.36,SUP_0120
2024-09-23,PROD_0033,Automotive,79,11,23,142,67.8,0.251,0.16,SUP_0198
2024-09-23,PROD_0034,Electronics,665,99,199,1197,139.01,0.264,0.335,SUP_0146
2024-09-23,PROD_0035,Electronics,181,27,54,325,108.08,0.178,0.11,SUP_0168
2024-09-23,PROD_0036,Consumer_Goods,575,86,172,1035,141.81,0.216,0.233,SUP_0017
2024-09-23,PROD_0037,Healthcare,667,100,200,1200,104.7,0.223,0.205,SUP_0080
2024-09-23,PROD_0038,Automotive,582,87,174,1047,197.23,0.236,0.326,SUP_0054
2024-09-23,PROD_0039,Electronics,343,51,102,617,135.14,0.213,0.344,SUP_0014
2024-09-23,PROD_0040,Automotive,697,104,209,1254,168.32,0.295,0.361,SUP_0176
2024-09-23,PROD_0041,Automotive,917,137,275,1650,190.76,0.236,0.227,SUP_0023
2024-09-23,PROD_0042,Automotive,1216,182,364,2188,191.38,0.178,0.177,SUP_0024
2024-09-23,PROD_0043,Electronics,183,27,54,329,69.51,0.295,0.14,SUP_0075
2024-09-23,PROD_0044,Electronics,1407,211,422,2532,93.92,0.194,0.301,SUP_0126
2024-09-23,PROD_0045,Consumer_Goods,140,21,42,252,118.73,0.233,0.205,SUP_0126
2024-09-23,PROD_0046,Consumer_Goods,184,27,55,331,38.18,0.226,0.295,SUP_0089
2024-09-23,PROD_0047,Automotive,1334,200,400,2401,114.21,0.283,0.214,SUP_0176
2024-09-23,PROD_0048,Industrial,879,131,263,1582,39.44,0.191,0.237,SUP_0035
2024-09-23,PROD_0049,Consumer_Goods,406,60,121,730,89.18,0.315,0.389,SUP_0007
2024-09-23,PROD_0050,Industrial,979,146,293,1762,171.55,0.259,0.36,SUP_0024
2024-09-23,PROD_0051,Healthcare,135,20,40,243,143.19,0.253,0.336,SUP_0118
2024-09-23,PROD_0052,Consumer_Goods,500,75,150,900,86.19,0.219,0.29,SUP_0147
2024-09-23,PROD_0053,Industrial,964,144,289,1735,29.25,0.261,0.275,SUP_0135
2024-09-23,PROD_0054,Electronics,673,100,201,1211,125.48,0.331,0.326,SUP_0014
2024-09-23,PROD_0055,Healthcare,801,120,240,1441,106.95,0.228,0.215,SUP_0029
2024-09-23,PROD_0056,Healthcare,519,77,155,934,123.8,0.196,0.181,SUP_0069
2024-09-23,PROD_0057,Automotive,332,49,99,597,198.88,0.333,0.37,SUP_0057
2024-09-23,PROD_0058,Healthcare,138,20,41,248,162.43,0.253,0.202,SUP_0009
2024-09-23,PROD_0059,Industrial,75,11,22,135,100.05,0.234,0.295,SUP_0152
2024-09-23,PROD_0060,Industrial,1201,180,360,2161,103.02,0.211,0.132,SUP_0033
2024-09-23,PROD_0061,Consumer_Goods,623,93,186,1121,15.76,0.263,0.266,SUP_0152
2024-09-23,PROD_0062,Electronics,1225,183,367,2205,98.71,0.316,0.368,SUP_0138
2024-09-23,PROD_0063,Healthcare,70,10,21,126,186.47,0.282,0.401,SUP_0183
2024-09-23,PROD_0064,Electronics,798,119,239,1436,55.29,0.31,0.31,SUP_0023
2024-09-23,PROD_0065,Electronics,122,18,36,219,42.16,0.234,0.432,SUP_0006
2024-09-23,PROD_0066,Industrial,850,127,255,1530,161.82,0.297,0.142,SUP_0060
2024-09-23,PROD_0067,Healthcare,722,108,216,1299,24.27,0.292,0.369,SUP_0180
2024-09-23,PROD_0068,Healthcare,335,50,100,603,111.36,0.207,0.154,SUP_0113
2024-09-23,PROD_0069,Industrial,964,144,289,1735,172.98,0.321,0.348,SUP_0079
2024-09-23,PROD_0070,Industrial,1045,156,313,1881,130.19,0.247,0.173,SUP_0013
2024-09-23,PROD_0071,Healthcare,529,79,158,952,188.23,0.245,0.24,SUP_0046
2024-09-23,PROD_0072,Automotive,1249,187,374,2248,29.42,0.297,0.167,SUP_0146
2024-09-23,PROD_0073,Industrial,501,75,150,901,143.67,0.343,0.408,SUP_0015
2024-09-23,PROD_0074,Healthcare,577,86,173,1038,15.86,0.301,0.389,SUP_0188
2024-09-23,PROD_0075,Automotive,327,49,98,588,122.04,0.343,0.381,SUP_0138
2024-09-23,PROD_0076,Consumer_Goods,1305,195,391,2349,178.81,0.217,0.183,SUP_0199
2024-09-23,PROD_0077,Healthcare,213,31,63,383,65.27,0.325,0.115,SUP_0027
2024-09-23,PROD_0078,Healthcare,630,94,189,1134,141.32,0.162,0.25,SUP_0126
2024-09-23,PROD_0079,Electronics,166,24,49,298,89.22,0.281,0.331,SUP_0072
2024-09-23,PROD_0080,Consumer_Goods,1123,168,336,2021,130.39,0.265,0.399,SUP_0138
2024-09-23,PROD_0081,Healthcare,377,56,113,678,64.43,0.296,0.236,SUP_0153
2024-09-23,PROD_0082,Electronics,672,100,201,1209,176.0,0.226,0.212,SUP_0123
2024-09-23,PROD_0083,Consumer_Goods,474,71,142,853,123.04,0.295,0.284,SUP_0055
2024-09-23,PROD_0084,Electronics,782,117,234,1407,13.23,0.348,0.16,SUP_0076
2024-09-23,PROD_0085,Automotive,513,76,153,923,149.84,0.262,0.291,SUP_0084
2024-09-23,PROD_0086,Healthcare,517,77,155,930,128.48,0.287,0.257,SUP_0149
2024-09-23,PROD_0087,Industrial,780,117,234,1404,170.28,0.278,0.169,SUP_0194
2024-09-23,PROD_0088,Electronics,523,78,156,941,141.06,0.292,0.211,SUP_0143
2024-09-23,PROD_0089,Healthcare,793,118,237,1427,171.81,0.177,0.419,SUP_0154
2024-09-23,PROD_0090,Industrial,505,75,151,909,82.0,0.293,0.228,SUP_0045
2024-09-23,PROD_0091,Automotive,1033,154,309,1859,175.94,0.328,0.313,SUP_0100
2024-09-23,PROD_0092,Industrial,400,60,120,720,140.34,0.173,0.425,SUP_0069
2024-09-23,PROD_0093,Healthcare,314,47,94,565,95.15,0.274,0.239,SUP_0187
2024-09-23,PROD_0094,Electronics,462,69,138,831,63.04,0.151,0.433,SUP_0063
2024-09-23,PROD_0095,Healthcare,714,107,214,1285,120.26,0.319,0.152,SUP_0174
2024-09-23,PROD_0096,Electronics,869,130,260,1564,108.76,0.301,0.15,SUP_0167
2024-09-23,PROD_0097,Healthcare,1140,171,342,2052,151.24,0.227,0.184,SUP_0185
2024-09-23,PROD_0098,Electronics,192,28,57,345,43.1,0.315,0.156,SUP_0076
2024-09-23,PROD_0099,Electronics,1058,158,317,1904,127.15,0.186,0.166,SUP_0153
2024-09-23,PROD_0100,Industrial,882,132,264,1587,81.81,0.282,0.392,SUP_0186
2024-09-24,PROD_0001,Automotive,607,91,182,1092,134.25,0.265,0.28,SUP_0033
2024-09-24,PROD_0002,Electronics,286,42,85,514,61.06,0.248,0.127,SUP_0089
2024-09-24,PROD_0003,Healthcare,490,73,147,882,144.08,0.157,0.444,SUP_0185
2024-09-24,PROD_0004,Electronics,1126,168,337,2026,38.34,0.336,0.285,SUP_0064
2024-09-24,PROD_0005,Electronics,239,35,71,430,198.18,0.281,0.233,SUP_0107
2024-09-24,PROD_0006,Healthcare,583,87,174,1049,95.77,0.159,0.303,SUP_0151
2024-09-24,PROD_0007,Healthcare,527,79,158,948,44.28,0.246,0.315,SUP_0119
2024-09-24,PROD_0008,Consumer_Goods,724,108,217,1303,197.7,0.288,0.349,SUP_0010
2024-09-24,PROD_0009,Consumer_Goods,167,25,50,300,113.37,0.193,0.193,SUP_0049
2024-09-24,PROD_0010,Consumer_Goods,842,126,252,1515,132.21,0.299,0.224,SUP_0079
2024-09-24,PROD_0011,Consumer_Goods,528,79,158,950,41.56,0.156,0.201,SUP_0097
2024-09-24,PROD_0012,Healthcare,293,43,87,527,74.08,0.189,0.251,SUP_0066
2024-09-24,PROD_0013,Electronics,614,92,184,1105,148.15,0.342,0.137,SUP_0065
2024-09-24,PROD_0014,Automotive,310,46,93,558,68.16,0.349,0.17,SUP_0162
2024-09-24,PROD_0015,Automotive,63,9,18,113,135.08,0.265,0.193,SUP_0073
2024-09-24,PROD_0016,Electronics,137,20,41,246,197.77,0.277,0.233,SUP_0099
2024-09-24,PROD_0017,Healthcare,89,13,26,160,161.73,0.196,0.148,SUP_0084
2024-09-24,PROD_0018,Healthcare,623,93,186,1121,60.58,0.326,0.358,SUP_0106
2024-09-24,PROD_0019,Healthcare,127,19,38,228,15.27,0.161,0.107,SUP_0109
2024-09-24,PROD_0020,Automotive,281,42,84,505,133.95,0.282,0.166,SUP_0095
2024-09-24,PROD_0021,Healthcare,1269,190,380,2284,145.69,0.277,0.313,SUP_0190
2024-09-24,PROD_0022,Consumer_Goods,1439,215,431,2590,51.85,0.175,0.391,SUP_0115
2024-09-24,PROD_0023,Consumer_Goods,190,28,57,342,78.77,0.173,0.368,SUP_0190
2024-09-24,PROD_0024,Automotive,582,87,174,1047,89.66,0.295,0.196,SUP_0033
2024-09-24,PROD_0025,Industrial,1221,183,366,2197,87.01,0.187,0.177,SUP_0119
2024-09-24,PROD_0026,Healthcare,605,90,181,1089,165.79,0.16,0.302,SUP_0004
2024-09-24,PROD_0027,Industrial,130,19,39,234,66.66,0.323,0.118,SUP_0155
2024-09-24,PROD_0028,Consumer_Goods,665,99,199,1197,20.47,0.269,0.368,SUP_0154
2024-09-24,PROD_0029,Electronics,182,27,54,327,142.68,0.202,0.342,SUP_0157
2024-09-24,PROD_0030,Industrial,1391,208,417,2503,38.61,0.208,0.357,SUP_0056
2024-09-24,PROD_0031,Healthcare,150,22,45,270,114.14,0.175,0.446,SUP_0019
2024-09-24,PROD_0032,Industrial,559,83,167,1006,199.59,0.346,0.185,SUP_0067
2024-09-24,PROD_0033,Industrial,411,61,123,739,125.8,0.209,0.309,SUP_0171
2024-09-24,PROD_0034,Healthcare,146,21,43,262,70.23,0.254,0.387,SUP_0030
2024-09-24,PROD_0035,Automotive,291,43,87,523,117.33,0.332,0.3,SUP_0187
2024-09-24,PROD_0036,Industrial,762,114,228,1371,51.28,0.163,0.238,SUP_0145
2024-09-24,PROD_0037,Consumer_Goods,1018,152,305,1832,72.04,0.198,0.308,SUP_0083
2024-09-24,PROD_0038,Electronics,680,102,204,1224,183.08,0.187,0.439,SUP_0098
2024-09-24,PROD_0039,Consumer_Goods,1374,206,412,2473,30.74,0.204,0.162,SUP_0134
2024-09-24,PROD_0040,Consumer_Goods,1443,216,432,2597,102.74,0.19,0.173,SUP_0194
2024-09-24,PROD_0041,Electronics,742,111,222,1335,103.27,0.217,0.423,SUP_0097
2024-09-24,PROD_0042,Healthcare,617,92,185,1110,161.22,0.205,0.259,SUP_0031
2024-09-24,PROD_0043,Consumer_Goods,1088,163,326,1958,116.47,0.287,0.248,SUP_0137
2024-09-24,PROD_0044,Electronics,117,17,35,210,131.22,0.306,0.292,SUP_0171
2024-09-24,PROD_0045,Consumer_Goods,1295,194,388,2331,153.5,0.18,0.277,SUP_0190
2024-09-24,PROD_0046,Healthcare,695,104,208,1251,104.26,0.185,0.265,SUP_0015
2024-09-24,PROD_0047,Electronics,727,109,218,1308,133.0,0.337,0.187,SUP_0001
2024-09-24,PROD_0048,Consumer_Goods,931,139,279,1675,49.37,0.343,0.272,SUP_0185
2024-09-24,PROD_0049,Consumer_Goods,1516,227,454,2728,30.89,0.242,0.262,SUP_0065
2024-09-24,PROD_0050,Healthcare,669,100,200,1204,42.94,0.18,0.237,SUP_0093
2024-09-24,PROD_0051,Automotive,1273,190,381,2291,103.71,0.181,0.344,SUP_0059
2024-09-24,PROD_0052,Industrial,246,36,73,442,147.56,0.318,0.184,SUP_0059
2024-09-24,PROD_0053,Consumer_Goods,658,98,197,1184,112.12,0.338,0.27,SUP_0154
2024-09-24,PROD_0054,Automotive,604,90,181,1087,54.99,0.212,0.261,SUP_0103
2024-09-24,PROD_0055,Automotive,551,82,165,991,21.08,0.25,0.315,SUP_0103
2024-09-24,PROD_0056,Automotive,513,76,153,923,178.57,0.294,0.226,SUP_0034
2024-09-24,PROD_0057,Healthcare,541,81,162,973,182.45,0.204,0.249,SUP_0150
2024-09-24,PROD_0058,Electronics,274,41,82,493,188.11,0.158,0.264,SUP_0030
2024-09-24,PROD_0059,Electronics,892,133,267,1605,27.34,0.233,0.406,SUP_0177
2024-09-24,PROD_0060,Industrial,462,69,138,831,25.38,0.256,0.15,SUP_0032
2024-09-24,PROD_0061,Electronics,441,66,132,793,119.49,0.153,0.142,SUP_0002
2024-09-24,PROD_0062,Healthcare,702,105,210,1263,66.93,0.227,0.29,SUP_0164
2024-09-24,PROD_0063,Industrial,461,69,138,829,136.61,0.297,0.122,SUP_0047
2024-09-24,PROD_0064,Consumer_Goods,471,70,141,847,117.48,0.336,0.248,SUP_0155
2024-09-24,PROD_0065,Automotive,354,53,106,637,165.39,0.189,0.193,SUP_0012
2024-09-24,PROD_0066,Consumer_Goods,143,21,42,257,98.57,0.204,0.118,SUP_0170
2024-09-24,PROD_0067,Electronics,1351,202,405,2431,191.55,0.282,0.268,SUP_0069
2024-09-24,PROD_0068,Healthcare,411,61,123,739,50.91,0.159,0.306,SUP_0012
2024-09-24,PROD_0069,Consumer_Goods,433,64,129,779,15.52,0.182,0.129,SUP_0166
2024-09-24,PROD_0070,Electronics,517,77,155,930,112.77,0.268,0.356,SUP_0095
2024-09-24,PROD_0071,Consumer_Goods,259,38,77,466,144.19,0.329,0.205,SUP_0088
2024-09-24,PROD_0072,Industrial,1337,200,401,2406,75.78,0.308,0.232,SUP_0158
2024-09-24,PROD_0073,Healthcare,218,32,65,392,173.89,0.214,0.178,SUP_0132
2024-09-24,PROD_0074,Healthcare,150,22,45,270,29.84,0.187,0.1,SUP_0067
2024-09-24,PROD_0075,Consumer_Goods,1158,173,347,2084,88.78,0.348,0.271,SUP_0127
2024-09-24,PROD_0076,Automotive,559,83,167,1006,110.91,0.306,0.356,SUP_0043
2024-09-24,PROD_0077,Electronics,106,15,31,190,189.14,0.347,0.224,SUP_0170
2024-09-24,PROD_0078,Healthcare,791,118,237,1423,154.55,0.174,0.3,SUP_0002
2024-09-24,PROD_0079,Consumer_Goods,218,32,65,392,127.23,0.187,0.261,SUP_0108
2024-09-24,PROD_0080,Automotive,650,97,195,1170,137.22,0.336,0.358,SUP_0010
2024-09-24,PROD_0081,Automotive,229,34,68,412,117.07,0.332,0.216,SUP_0112
2024-09-24,PROD_0082,Electronics,753,112,225,1355,155.47,0.326,0.253,SUP_0188
2024-09-24,PROD_0083,Industrial,614,92,184,1105,127.6,0.292,0.312,SUP_0193
2024-09-24,PROD_0084,Healthcare,406,60,121,730,37.66,0.165,0.384,SUP_0134
2024-09-24,PROD_0085,Automotive,568,85,170,1022,26.28,0.34,0.385,SUP_0065
2024-09-24,PROD_0086,Consumer_Goods,515,77,154,927,165.11,0.22,0.246,SUP_0135
2024-09-24,PROD_0087,Healthcare,307,46,92,552,40.46,0.185,0.388,SUP_0137
2024-09-24,PROD_0088,Electronics,1417,212,425,2550,99.8,0.323,0.126,SUP_0143
2024-09-24,PROD_0089,Industrial,119,17,35,214,36.43,0.197,0.254,SUP_0090
2024-09-24,PROD_0090,Healthcare,397,59,119,714,55.76,0.247,0.311,SUP_0128
2024-09-24,PROD_0091,Healthcare,738,110,221,1328,91.08,0.154,0.214,SUP_0034
2024-09-24,PROD_0092,Electronics,348,52,104,626,106.8,0.306,0.385,SUP_0111
2024-09-24,PROD_0093,Automotive,161,24,48,289,65.0,0.249,0.268,SUP_0037
2024-09-24,PROD_0094,Electronics,256,38,76,460,137.28,0.3,0.188,SUP_0105
2024-09-24,PROD_0095,Industrial,802,120,240,1443,114.46,0.267,0.328,SUP_0102
2024-09-24,PROD_0096,Healthcare,1073,160,321,1931,111.4,0.178,0.289,SUP_0131
2024-09-24,PROD_0097,Healthcare,368,55,110,662,175.17,0.197,0.177,SUP_0116
2024-09-24,PROD_0098,Electronics,441,66,132,793,37.39,0.181,0.168,SUP_0140
2024-09-24,PROD_0099,Electronics,1058,158,317,1904,148.08,0.228,0.426,SUP_0066
2024-09-24,PROD_0100,Industrial,1117,167,335,2010,175.32,0.197,0.119,SUP_0094
2024-09-25,PROD_0001,Healthcare,493,73,147,887,115.89,0.24,0.224,SUP_0007
2024-09-25,PROD_0002,Consumer_Goods,953,142,285,1715,22.61,0.305,0.163,SUP_0029
2024-09-25,PROD_0003,Healthcare,587,88,176,1056,146.23,0.235,0.196,SUP_0033
2024-09-25,PROD_0004,Electronics,848,127,254,1526,50.29,0.193,0.346,SUP_0067
2024-09-25,PROD_0005,Industrial,252,37,75,453,80.59,0.215,0.227,SUP_0162
2024-09-25,PROD_0006,Consumer_Goods,1116,167,334,2008,41.16,0.162,0.286,SUP_0190
2024-09-25,PROD_0007,Automotive,1018,152,305,1832,85.66,0.285,0.261,SUP_0038
2024-09-25,PROD_0008,Healthcare,512,76,153,921,136.07,0.271,0.334,SUP_0098
2024-09-25,PROD_0009,Industrial,567,85,170,1020,185.72,0.216,0.259,SUP_0017
2024-09-25,PROD_0010,Consumer_Goods,1156,173,346,2080,45.23,0.253,0.295,SUP_0042
2024-09-25,PROD_0011,Electronics,601,90,180,1081,52.35,0.245,0.238,SUP_0164
2024-09-25,PROD_0012,Industrial,768,115,230,1382,46.47,0.334,0.439,SUP_0040
2024-09-25,PROD_0013,Industrial,1085,162,325,1953,80.94,0.165,0.263,SUP_0157
2024-09-25,PROD_0014,Healthcare,844,126,253,1519,133.63,0.299,0.124,SUP_0191
2024-09-25,PROD_0015,Automotive,395,59,118,711,16.49,0.323,0.264,SUP_0142
2024-09-25,PROD_0016,Automotive,525,78,157,945,84.84,0.324,0.174,SUP_0109
2024-09-25,PROD_0017,Healthcare,552,82,165,993,72.68,0.168,0.436,SUP_0136
2024-09-25,PROD_0018,Consumer_Goods,1002,150,300,1803,112.75,0.349,0.242,SUP_0123
2024-09-25,PROD_0019,Electronics,1237,185,371,2226,55.57,0.165,0.26,SUP_0173
2024-09-25,PROD_0020,Automotive,1173,175,351,2111,157.44,0.341,0.259,SUP_0081
2024-09-25,PROD_0021,Electronics,354,53,106,637,80.58,0.188,0.269,SUP_0161
2024-09-25,PROD_0022,Automotive,1063,159,318,1913,32.43,0.32,0.182,SUP_0018
2024-09-25,PROD_0023,Healthcare,764,114,229,1375,143.83,0.213,0.27,SUP_0177
2024-09-25,PROD_0024,Consumer_Goods,753,112,225,1355,197.6,0.305,0.251,SUP_0133
2024-09-25,PROD_0025,Electronics,843,126,252,1517,184.13,0.279,0.364,SUP_0115
2024-09-25,PROD_0026,Consumer_Goods,1270,190,381,2286,87.96,0.247,0.155,SUP_0168
2024-09-25,PROD_0027,Electronics,1065,159,319,1917,114.57,0.173,0.186,SUP_0197
2024-09-25,PROD_0028,Automotive,400,60,120,720,88.52,0.32,0.1,SUP_0045
2024-09-25,PROD_0029,Automotive,448,67,134,806,36.06,0.308,0.286,SUP_0063
2024-09-25,PROD_0030,Healthcare,56,8,16,100,35.57,0.26,0.39,SUP_0058
2024-09-25,PROD_0031,Industrial,508,76,152,914,51.49,0.288,0.278,SUP_0024
2024-09-25,PROD_0032,Healthcare,218,32,65,392,169.23,0.173,0.102,SUP_0171
2024-09-25,PROD_0033,Industrial,1271,190,381,2287,32.04,0.327,0.314,SUP_0078
